,M-File,F-File,M-Part,F-Part,Cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
265,M01_P2.rtf,F07_P10.rtf,2,10,0.063947602,30,33,41,43,22,43,40,40,30,26
266,M02_P7.rtf,F07_P10.rtf,7,10,0.061086396,40,27,32,25,15,43,40,40,30,26
267,M03_P12.rtf,F07_P10.rtf,12,10,0.075689261,39,33,31,30,30,43,40,40,30,26
268,M04_P15.rtf,F07_P10.rtf,15,10,0.10410284,39,35,31,39,43,43,40,40,30,26
269,M05_P21.rtf,F07_P10.rtf,21,10,0.080515552,42,44,44,49,22,43,40,40,30,26
270,M06_P24.rtf,F07_P10.rtf,24,10,0.116830144,37,37,31,31,32,43,40,40,30,26
271,M07_P25.rtf,F07_P10.rtf,25,10,0.25882875,41,43,43,43,47,43,40,40,30,26
272,M08_P30.rtf,F07_P10.rtf,30,10,0.143106143,29,39,39,37,34,43,40,40,30,26
273,M09_P33.rtf,F07_P10.rtf,33,10,0.182898001,34,36,33,40,28,43,40,40,30,26
274,M10_P34.rtf,F07_P10.rtf,34,10,0.114372355,39,28,34,39,33,43,40,40,30,26
275,M11_P35.rtf,F07_P10.rtf,35,10,-0.014415769,42,41,32,41,34,43,40,40,30,26
276,M12_P37.rtf,F07_P10.rtf,37,10,0.025520523,35,39,35,41,34,43,40,40,30,26
277,M13_P38.rtf,F07_P10.rtf,38,10,0.025444601,32,26,33,30,28,43,40,40,30,26
278,M14_P50.rtf,F07_P10.rtf,50,10,-0.134990921,48,28,43,36,25,43,40,40,30,26
279,M15_P58.rtf,F07_P10.rtf,58,10,0.052055525,31,36,36,33,27,43,40,40,30,26
280,M16_P66.rtf,F07_P10.rtf,66,10,0.006367744,34,29,35,38,35,43,40,40,30,26
281,M17_P73.rtf,F07_P10.rtf,73,10,0.012352752,34,45,32,32,25,43,40,40,30,26
282,M18_P74.rtf,F07_P10.rtf,74,10,0.161243889,44,36,39,29,22,43,40,40,30,26
283,M19_P76.rtf,F07_P10.rtf,76,10,0.051782156,37,31,24,24,31,43,40,40,30,26
284,M20_P77.rtf,F07_P10.rtf,77,10,0.055848792,36,50,34,30,33,43,40,40,30,26
285,M21_P78.rtf,F07_P10.rtf,78,10,0.06094122,44,21,32,22,18,43,40,40,30,26
286,M22_P79.rtf,F07_P10.rtf,79,10,0.008009284,47,25,37,28,22,43,40,40,30,26
287,M23_P80.rtf,F07_P10.rtf,80,10,0.103397337,41,46,41,39,44,43,40,40,30,26
288,M24_P81.rtf,F07_P10.rtf,81,10,0.009446667,41,46,36,33,38,43,40,40,30,26
289,M25_P82.rtf,F07_P10.rtf,82,10,0.148333941,47,46,47,42,42,43,40,40,30,26
290,M26_P83.rtf,F07_P10.rtf,83,10,0.162078682,39,42,45,33,41,43,40,40,30,26
291,M27_P84.rtf,F07_P10.rtf,84,10,0.086016138,46,47,37,34,43,43,40,40,30,26
292,M28_P86.rtf,F07_P10.rtf,86,10,0.10252826,35,44,35,35,33,43,40,40,30,26
293,M29_P87.rtf,F07_P10.rtf,87,10,0.09829336,36,40,37,36,29,43,40,40,30,26
294,M30_P88.rtf,F07_P10.rtf,88,10,0.113123587,24,47,32,36,46,43,40,40,30,26
295,M31_P89.rtf,F07_P10.rtf,89,10,0.308657133,36,37,28,32,32,43,40,40,30,26
296,M32_P90.rtf,F07_P10.rtf,90,10,0.009824838,23,35,38,38,32,43,40,40,30,26
297,M33_P91.rtf,F07_P10.rtf,91,10,0.095690863,25,42,34,46,45,43,40,40,30,26
298,M34_P92.rtf,F07_P10.rtf,92,10,0.172803699,48,46,36,44,37,43,40,40,30,26
299,M35_P93.rtf,F07_P10.rtf,93,10,0.043506121,35,24,37,22,33,43,40,40,30,26
300,M36_P94.rtf,F07_P10.rtf,94,10,0.030438837,41,33,28,39,42,43,40,40,30,26
301,M37_P96.rtf,F07_P10.rtf,96,10,0.084312366,33,41,33,39,35,43,40,40,30,26
302,M38_P97.rtf,F07_P10.rtf,97,10,0.123295025,42,44,38,26,29,43,40,40,30,26
303,M39_P98.rtf,F07_P10.rtf,98,10,0.040431745,46,22,34,40,26,43,40,40,30,26
304,M40_P99.rtf,F07_P10.rtf,99,10,0.279797351,34,45,32,34,28,43,40,40,30,26
305,M41_P101.rtf,F07_P10.rtf,101,10,-0.024744828,34,40,42,33,40,43,40,40,30,26
306,M42_P103.rtf,F07_P10.rtf,103,10,-0.000596644,33,36,30,32,25,43,40,40,30,26
307,M43_P104.rtf,F07_P10.rtf,104,10,0.140634012,35,44,40,41,35,43,40,40,30,26
308,M44_P105.rtf,F07_P10.rtf,105,10,0.057740351,30,37,44,35,36,43,40,40,30,26
309,M01_P2.rtf,F08_P11.rtf,2,11,0.26671508,30,33,41,43,22,24,45,37,43,40
310,M02_P7.rtf,F08_P11.rtf,7,11,0.058154218,40,27,32,25,15,24,45,37,43,40
311,M03_P12.rtf,F08_P11.rtf,12,11,0.49576292,39,33,31,30,30,24,45,37,43,40
312,M04_P15.rtf,F08_P11.rtf,15,11,0.142592431,39,35,31,39,43,24,45,37,43,40
313,M05_P21.rtf,F08_P11.rtf,21,11,0.063000044,42,44,44,49,22,24,45,37,43,40
314,M06_P24.rtf,F08_P11.rtf,24,11,0.19920127,37,37,31,31,32,24,45,37,43,40
315,M07_P25.rtf,F08_P11.rtf,25,11,0.453518022,41,43,43,43,47,24,45,37,43,40
316,M08_P30.rtf,F08_P11.rtf,30,11,0.165715434,29,39,39,37,34,24,45,37,43,40
317,M09_P33.rtf,F08_P11.rtf,33,11,0.47627594,34,36,33,40,28,24,45,37,43,40
318,M10_P34.rtf,F08_P11.rtf,34,11,0.359848466,39,28,34,39,33,24,45,37,43,40
319,M11_P35.rtf,F08_P11.rtf,35,11,0.487003205,42,41,32,41,34,24,45,37,43,40
320,M12_P37.rtf,F08_P11.rtf,37,11,0.468169495,35,39,35,41,34,24,45,37,43,40
321,M13_P38.rtf,F08_P11.rtf,38,11,0.081344393,32,26,33,30,28,24,45,37,43,40
322,M14_P50.rtf,F08_P11.rtf,50,11,0.354480044,48,28,43,36,25,24,45,37,43,40
323,M15_P58.rtf,F08_P11.rtf,58,11,0.111887229,31,36,36,33,27,24,45,37,43,40
324,M16_P66.rtf,F08_P11.rtf,66,11,0.450062832,34,29,35,38,35,24,45,37,43,40
325,M17_P73.rtf,F08_P11.rtf,73,11,0.36426681,34,45,32,32,25,24,45,37,43,40
326,M18_P74.rtf,F08_P11.rtf,74,11,0.579557397,44,36,39,29,22,24,45,37,43,40
327,M19_P76.rtf,F08_P11.rtf,76,11,-0.007133416,37,31,24,24,31,24,45,37,43,40
328,M20_P77.rtf,F08_P11.rtf,77,11,0.073813513,36,50,34,30,33,24,45,37,43,40
329,M21_P78.rtf,F08_P11.rtf,78,11,0.378040338,44,21,32,22,18,24,45,37,43,40
330,M22_P79.rtf,F08_P11.rtf,79,11,0.236180213,47,25,37,28,22,24,45,37,43,40
331,M23_P80.rtf,F08_P11.rtf,80,11,0.177606491,41,46,41,39,44,24,45,37,43,40
332,M24_P81.rtf,F08_P11.rtf,81,11,0.260792019,41,46,36,33,38,24,45,37,43,40
333,M25_P82.rtf,F08_P11.rtf,82,11,0.452856429,47,46,47,42,42,24,45,37,43,40
334,M26_P83.rtf,F08_P11.rtf,83,11,0.356133931,39,42,45,33,41,24,45,37,43,40
335,M27_P84.rtf,F08_P11.rtf,84,11,0.5470295,46,47,37,34,43,24,45,37,43,40
336,M28_P86.rtf,F08_P11.rtf,86,11,0.130681471,35,44,35,35,33,24,45,37,43,40
337,M29_P87.rtf,F08_P11.rtf,87,11,0.073278148,36,40,37,36,29,24,45,37,43,40
338,M30_P88.rtf,F08_P11.rtf,88,11,0.527673026,24,47,32,36,46,24,45,37,43,40
339,M31_P89.rtf,F08_P11.rtf,89,11,0.427050929,36,37,28,32,32,24,45,37,43,40
340,M32_P90.rtf,F08_P11.rtf,90,11,0.254555476,23,35,38,38,32,24,45,37,43,40
341,M33_P91.rtf,F08_P11.rtf,91,11,0.133461134,25,42,34,46,45,24,45,37,43,40
342,M34_P92.rtf,F08_P11.rtf,92,11,0.351201551,48,46,36,44,37,24,45,37,43,40
343,M35_P93.rtf,F08_P11.rtf,93,11,0.094789974,35,24,37,22,33,24,45,37,43,40
344,M36_P94.rtf,F08_P11.rtf,94,11,0.108950597,41,33,28,39,42,24,45,37,43,40
345,M37_P96.rtf,F08_P11.rtf,96,11,0.054459697,33,41,33,39,35,24,45,37,43,40
346,M38_P97.rtf,F08_P11.rtf,97,11,0.44195772,42,44,38,26,29,24,45,37,43,40
347,M39_P98.rtf,F08_P11.rtf,98,11,0.148675987,46,22,34,40,26,24,45,37,43,40
348,M40_P99.rtf,F08_P11.rtf,99,11,0.337245592,34,45,32,34,28,24,45,37,43,40
349,M41_P101.rtf,F08_P11.rtf,101,11,0.403482082,34,40,42,33,40,24,45,37,43,40
350,M42_P103.rtf,F08_P11.rtf,103,11,0.291684033,33,36,30,32,25,24,45,37,43,40
351,M43_P104.rtf,F08_P11.rtf,104,11,0.367447484,35,44,40,41,35,24,45,37,43,40
352,M44_P105.rtf,F08_P11.rtf,105,11,-0.120810052,30,37,44,35,36,24,45,37,43,40
353,M01_P2.rtf,F09_P13.rtf,2,13,0.05753343,30,33,41,43,22,34,41,35,39,30
354,M02_P7.rtf,F09_P13.rtf,7,13,0.202341401,40,27,32,25,15,34,41,35,39,30
355,M03_P12.rtf,F09_P13.rtf,12,13,0.671989546,39,33,31,30,30,34,41,35,39,30
356,M04_P15.rtf,F09_P13.rtf,15,13,0.145419711,39,35,31,39,43,34,41,35,39,30
357,M05_P21.rtf,F09_P13.rtf,21,13,0.023353901,42,44,44,49,22,34,41,35,39,30
358,M06_P24.rtf,F09_P13.rtf,24,13,0.083134587,37,37,31,31,32,34,41,35,39,30
359,M07_P25.rtf,F09_P13.rtf,25,13,0.643020442,41,43,43,43,47,34,41,35,39,30
360,M08_P30.rtf,F09_P13.rtf,30,13,0.041939533,29,39,39,37,34,34,41,35,39,30
361,M09_P33.rtf,F09_P13.rtf,33,13,0.294281616,34,36,33,40,28,34,41,35,39,30
362,M10_P34.rtf,F09_P13.rtf,34,13,0.39829132,39,28,34,39,33,34,41,35,39,30
363,M11_P35.rtf,F09_P13.rtf,35,13,0.647284401,42,41,32,41,34,34,41,35,39,30
364,M12_P37.rtf,F09_P13.rtf,37,13,0.564338176,35,39,35,41,34,34,41,35,39,30
365,M13_P38.rtf,F09_P13.rtf,38,13,0.141160976,32,26,33,30,28,34,41,35,39,30
366,M14_P50.rtf,F09_P13.rtf,50,13,0.376500053,48,28,43,36,25,34,41,35,39,30
367,M15_P58.rtf,F09_P13.rtf,58,13,0.131089499,31,36,36,33,27,34,41,35,39,30
368,M16_P66.rtf,F09_P13.rtf,66,13,0.64512879,34,29,35,38,35,34,41,35,39,30
369,M17_P73.rtf,F09_P13.rtf,73,13,0.380299551,34,45,32,32,25,34,41,35,39,30
370,M18_P74.rtf,F09_P13.rtf,74,13,0.351352025,44,36,39,29,22,34,41,35,39,30
371,M19_P76.rtf,F09_P13.rtf,76,13,0.153969572,37,31,24,24,31,34,41,35,39,30
372,M20_P77.rtf,F09_P13.rtf,77,13,0.048967614,36,50,34,30,33,34,41,35,39,30
373,M21_P78.rtf,F09_P13.rtf,78,13,0.112288946,44,21,32,22,18,34,41,35,39,30
374,M22_P79.rtf,F09_P13.rtf,79,13,0.125046469,47,25,37,28,22,34,41,35,39,30
375,M23_P80.rtf,F09_P13.rtf,80,13,0.305857552,41,46,41,39,44,34,41,35,39,30
376,M24_P81.rtf,F09_P13.rtf,81,13,0.166640322,41,46,36,33,38,34,41,35,39,30
377,M25_P82.rtf,F09_P13.rtf,82,13,0.447294625,47,46,47,42,42,34,41,35,39,30
378,M26_P83.rtf,F09_P13.rtf,83,13,0.254708608,39,42,45,33,41,34,41,35,39,30
379,M27_P84.rtf,F09_P13.rtf,84,13,0.499159362,46,47,37,34,43,34,41,35,39,30
380,M28_P86.rtf,F09_P13.rtf,86,13,0.215948181,35,44,35,35,33,34,41,35,39,30
381,M29_P87.rtf,F09_P13.rtf,87,13,-0.036535544,36,40,37,36,29,34,41,35,39,30
382,M30_P88.rtf,F09_P13.rtf,88,13,0.44914949,24,47,32,36,46,34,41,35,39,30
383,M31_P89.rtf,F09_P13.rtf,89,13,0.482287293,36,37,28,32,32,34,41,35,39,30
384,M32_P90.rtf,F09_P13.rtf,90,13,0.414444557,23,35,38,38,32,34,41,35,39,30
385,M33_P91.rtf,F09_P13.rtf,91,13,0.356728537,25,42,34,46,45,34,41,35,39,30
386,M34_P92.rtf,F09_P13.rtf,92,13,0.121289172,48,46,36,44,37,34,41,35,39,30
387,M35_P93.rtf,F09_P13.rtf,93,13,0.093064551,35,24,37,22,33,34,41,35,39,30
388,M36_P94.rtf,F09_P13.rtf,94,13,0.137799049,41,33,28,39,42,34,41,35,39,30
389,M37_P96.rtf,F09_P13.rtf,96,13,0.249638024,33,41,33,39,35,34,41,35,39,30
390,M38_P97.rtf,F09_P13.rtf,97,13,0.641034731,42,44,38,26,29,34,41,35,39,30
391,M39_P98.rtf,F09_P13.rtf,98,13,0.345736825,46,22,34,40,26,34,41,35,39,30
392,M40_P99.rtf,F09_P13.rtf,99,13,0.239604813,34,45,32,34,28,34,41,35,39,30
393,M41_P101.rtf,F09_P13.rtf,101,13,0.427374267,34,40,42,33,40,34,41,35,39,30
394,M42_P103.rtf,F09_P13.rtf,103,13,0.186005281,33,36,30,32,25,34,41,35,39,30
395,M43_P104.rtf,F09_P13.rtf,104,13,0.179907288,35,44,40,41,35,34,41,35,39,30
396,M44_P105.rtf,F09_P13.rtf,105,13,0.094738192,30,37,44,35,36,34,41,35,39,30
397,M01_P2.rtf,F10_P14.rtf,2,14,0.310987073,30,33,41,43,22,40,43,40,38,20
398,M02_P7.rtf,F10_P14.rtf,7,14,0.141516935,40,27,32,25,15,40,43,40,38,20
399,M03_P12.rtf,F10_P14.rtf,12,14,0.437511553,39,33,31,30,30,40,43,40,38,20
400,M04_P15.rtf,F10_P14.rtf,15,14,0.241825697,39,35,31,39,43,40,43,40,38,20
401,M05_P21.rtf,F10_P14.rtf,21,14,0.121402095,42,44,44,49,22,40,43,40,38,20
402,M06_P24.rtf,F10_P14.rtf,24,14,-0.005222995,37,37,31,31,32,40,43,40,38,20
403,M07_P25.rtf,F10_P14.rtf,25,14,0.508105551,41,43,43,43,47,40,43,40,38,20
404,M08_P30.rtf,F10_P14.rtf,30,14,0.266065741,29,39,39,37,34,40,43,40,38,20
405,M09_P33.rtf,F10_P14.rtf,33,14,0.316646134,34,36,33,40,28,40,43,40,38,20
406,M10_P34.rtf,F10_P14.rtf,34,14,0.547260036,39,28,34,39,33,40,43,40,38,20
407,M11_P35.rtf,F10_P14.rtf,35,14,0.462708719,42,41,32,41,34,40,43,40,38,20
408,M12_P37.rtf,F10_P14.rtf,37,14,0.347271529,35,39,35,41,34,40,43,40,38,20
409,M13_P38.rtf,F10_P14.rtf,38,14,0.060001558,32,26,33,30,28,40,43,40,38,20
410,M14_P50.rtf,F10_P14.rtf,50,14,0.295202786,48,28,43,36,25,40,43,40,38,20
411,M15_P58.rtf,F10_P14.rtf,58,14,0.157994627,31,36,36,33,27,40,43,40,38,20
412,M16_P66.rtf,F10_P14.rtf,66,14,0.48357311,34,29,35,38,35,40,43,40,38,20
413,M17_P73.rtf,F10_P14.rtf,73,14,0.53271524,34,45,32,32,25,40,43,40,38,20
414,M18_P74.rtf,F10_P14.rtf,74,14,0.242050223,44,36,39,29,22,40,43,40,38,20
415,M19_P76.rtf,F10_P14.rtf,76,14,-0.010529318,37,31,24,24,31,40,43,40,38,20
416,M20_P77.rtf,F10_P14.rtf,77,14,0.05474937,36,50,34,30,33,40,43,40,38,20
417,M21_P78.rtf,F10_P14.rtf,78,14,0.477383728,44,21,32,22,18,40,43,40,38,20
418,M22_P79.rtf,F10_P14.rtf,79,14,-0.057785617,47,25,37,28,22,40,43,40,38,20
419,M23_P80.rtf,F10_P14.rtf,80,14,0.141678922,41,46,41,39,44,40,43,40,38,20
420,M24_P81.rtf,F10_P14.rtf,81,14,0.252801057,41,46,36,33,38,40,43,40,38,20
421,M25_P82.rtf,F10_P14.rtf,82,14,0.470073232,47,46,47,42,42,40,43,40,38,20
422,M26_P83.rtf,F10_P14.rtf,83,14,0.44538912,39,42,45,33,41,40,43,40,38,20
423,M27_P84.rtf,F10_P14.rtf,84,14,0.463421089,46,47,37,34,43,40,43,40,38,20
424,M28_P86.rtf,F10_P14.rtf,86,14,0.035450227,35,44,35,35,33,40,43,40,38,20
425,M29_P87.rtf,F10_P14.rtf,87,14,0.091055644,36,40,37,36,29,40,43,40,38,20
426,M30_P88.rtf,F10_P14.rtf,88,14,0.388263909,24,47,32,36,46,40,43,40,38,20
427,M31_P89.rtf,F10_P14.rtf,89,14,0.441896164,36,37,28,32,32,40,43,40,38,20
428,M32_P90.rtf,F10_P14.rtf,90,14,0.350021979,23,35,38,38,32,40,43,40,38,20
429,M33_P91.rtf,F10_P14.rtf,91,14,0.11613803,25,42,34,46,45,40,43,40,38,20
430,M34_P92.rtf,F10_P14.rtf,92,14,0.1964513,48,46,36,44,37,40,43,40,38,20
431,M35_P93.rtf,F10_P14.rtf,93,14,0.155876712,35,24,37,22,33,40,43,40,38,20
432,M36_P94.rtf,F10_P14.rtf,94,14,0.376485289,41,33,28,39,42,40,43,40,38,20
433,M37_P96.rtf,F10_P14.rtf,96,14,0.016815614,33,41,33,39,35,40,43,40,38,20
434,M38_P97.rtf,F10_P14.rtf,97,14,0.358875639,42,44,38,26,29,40,43,40,38,20
435,M39_P98.rtf,F10_P14.rtf,98,14,0.126271355,46,22,34,40,26,40,43,40,38,20
436,M40_P99.rtf,F10_P14.rtf,99,14,0.35290202,34,45,32,34,28,40,43,40,38,20
437,M41_P101.rtf,F10_P14.rtf,101,14,0.483115422,34,40,42,33,40,40,43,40,38,20
438,M42_P103.rtf,F10_P14.rtf,103,14,0.181624452,33,36,30,32,25,40,43,40,38,20
439,M43_P104.rtf,F10_P14.rtf,104,14,0.162148453,35,44,40,41,35,40,43,40,38,20
440,M44_P105.rtf,F10_P14.rtf,105,14,-0.106663329,30,37,44,35,36,40,43,40,38,20
441,M01_P2.rtf,F11_P16.rtf,2,16,0.038338158,30,33,41,43,22,38,36,42,39,32
442,M02_P7.rtf,F11_P16.rtf,7,16,0.12513612,40,27,32,25,15,38,36,42,39,32
443,M03_P12.rtf,F11_P16.rtf,12,16,0.083506444,39,33,31,30,30,38,36,42,39,32
444,M04_P15.rtf,F11_P16.rtf,15,16,-0.038839635,39,35,31,39,43,38,36,42,39,32
445,M05_P21.rtf,F11_P16.rtf,21,16,0.115638939,42,44,44,49,22,38,36,42,39,32
446,M06_P24.rtf,F11_P16.rtf,24,16,0.034608672,37,37,31,31,32,38,36,42,39,32
447,M07_P25.rtf,F11_P16.rtf,25,16,0.035509351,41,43,43,43,47,38,36,42,39,32
448,M08_P30.rtf,F11_P16.rtf,30,16,-0.030192115,29,39,39,37,34,38,36,42,39,32
449,M09_P33.rtf,F11_P16.rtf,33,16,0.015265579,34,36,33,40,28,38,36,42,39,32
450,M10_P34.rtf,F11_P16.rtf,34,16,0.288809287,39,28,34,39,33,38,36,42,39,32
451,M11_P35.rtf,F11_P16.rtf,35,16,0.196906505,42,41,32,41,34,38,36,42,39,32
452,M12_P37.rtf,F11_P16.rtf,37,16,0.116500387,35,39,35,41,34,38,36,42,39,32
453,M13_P38.rtf,F11_P16.rtf,38,16,0.020134466,32,26,33,30,28,38,36,42,39,32
454,M14_P50.rtf,F11_P16.rtf,50,16,0.016803107,48,28,43,36,25,38,36,42,39,32
455,M15_P58.rtf,F11_P16.rtf,58,16,0.001235744,31,36,36,33,27,38,36,42,39,32
456,M16_P66.rtf,F11_P16.rtf,66,16,0.056988845,34,29,35,38,35,38,36,42,39,32
457,M17_P73.rtf,F11_P16.rtf,73,16,0.207688534,34,45,32,32,25,38,36,42,39,32
458,M18_P74.rtf,F11_P16.rtf,74,16,0.21064623,44,36,39,29,22,38,36,42,39,32
459,M19_P76.rtf,F11_P16.rtf,76,16,0.052312625,37,31,24,24,31,38,36,42,39,32
460,M20_P77.rtf,F11_P16.rtf,77,16,0.175982148,36,50,34,30,33,38,36,42,39,32
461,M21_P78.rtf,F11_P16.rtf,78,16,0.21500604,44,21,32,22,18,38,36,42,39,32
462,M22_P79.rtf,F11_P16.rtf,79,16,0.157293556,47,25,37,28,22,38,36,42,39,32
463,M23_P80.rtf,F11_P16.rtf,80,16,0.348080658,41,46,41,39,44,38,36,42,39,32
464,M24_P81.rtf,F11_P16.rtf,81,16,0.515655093,41,46,36,33,38,38,36,42,39,32
465,M25_P82.rtf,F11_P16.rtf,82,16,0.26052908,47,46,47,42,42,38,36,42,39,32
466,M26_P83.rtf,F11_P16.rtf,83,16,0.255214237,39,42,45,33,41,38,36,42,39,32
467,M27_P84.rtf,F11_P16.rtf,84,16,0.411862798,46,47,37,34,43,38,36,42,39,32
468,M28_P86.rtf,F11_P16.rtf,86,16,0.482411587,35,44,35,35,33,38,36,42,39,32
469,M29_P87.rtf,F11_P16.rtf,87,16,0.185744806,36,40,37,36,29,38,36,42,39,32
470,M30_P88.rtf,F11_P16.rtf,88,16,0.080615194,24,47,32,36,46,38,36,42,39,32
471,M31_P89.rtf,F11_P16.rtf,89,16,0.172365962,36,37,28,32,32,38,36,42,39,32
472,M32_P90.rtf,F11_P16.rtf,90,16,0.256365113,23,35,38,38,32,38,36,42,39,32
473,M33_P91.rtf,F11_P16.rtf,91,16,0.230024807,25,42,34,46,45,38,36,42,39,32
474,M34_P92.rtf,F11_P16.rtf,92,16,0.148400198,48,46,36,44,37,38,36,42,39,32
475,M35_P93.rtf,F11_P16.rtf,93,16,0.113032416,35,24,37,22,33,38,36,42,39,32
476,M36_P94.rtf,F11_P16.rtf,94,16,-0.021935831,41,33,28,39,42,38,36,42,39,32
477,M37_P96.rtf,F11_P16.rtf,96,16,-0.094202956,33,41,33,39,35,38,36,42,39,32
478,M38_P97.rtf,F11_P16.rtf,97,16,0.070385831,42,44,38,26,29,38,36,42,39,32
479,M39_P98.rtf,F11_P16.rtf,98,16,0.007858083,46,22,34,40,26,38,36,42,39,32
480,M40_P99.rtf,F11_P16.rtf,99,16,0.213812588,34,45,32,34,28,38,36,42,39,32
481,M41_P101.rtf,F11_P16.rtf,101,16,-0.011213406,34,40,42,33,40,38,36,42,39,32
482,M42_P103.rtf,F11_P16.rtf,103,16,0.133914271,33,36,30,32,25,38,36,42,39,32
483,M43_P104.rtf,F11_P16.rtf,104,16,0.05824057,35,44,40,41,35,38,36,42,39,32
484,M44_P105.rtf,F11_P16.rtf,105,16,0.178141616,30,37,44,35,36,38,36,42,39,32
485,M01_P2.rtf,F12_P17.rtf,2,17,0.18040002,30,33,41,43,22,44,36,41,43,35
486,M02_P7.rtf,F12_P17.rtf,7,17,0.108799786,40,27,32,25,15,44,36,41,43,35
487,M03_P12.rtf,F12_P17.rtf,12,17,0.199059332,39,33,31,30,30,44,36,41,43,35
488,M04_P15.rtf,F12_P17.rtf,15,17,0.049914101,39,35,31,39,43,44,36,41,43,35
489,M05_P21.rtf,F12_P17.rtf,21,17,0.025094598,42,44,44,49,22,44,36,41,43,35
490,M06_P24.rtf,F12_P17.rtf,24,17,0.068400485,37,37,31,31,32,44,36,41,43,35
491,M07_P25.rtf,F12_P17.rtf,25,17,0.007066935,41,43,43,43,47,44,36,41,43,35
492,M08_P30.rtf,F12_P17.rtf,30,17,0.186774874,29,39,39,37,34,44,36,41,43,35
493,M09_P33.rtf,F12_P17.rtf,33,17,0.393354452,34,36,33,40,28,44,36,41,43,35
494,M10_P34.rtf,F12_P17.rtf,34,17,-0.065545521,39,28,34,39,33,44,36,41,43,35
495,M11_P35.rtf,F12_P17.rtf,35,17,-0.011695092,42,41,32,41,34,44,36,41,43,35
496,M12_P37.rtf,F12_P17.rtf,37,17,-0.007832009,35,39,35,41,34,44,36,41,43,35
497,M13_P38.rtf,F12_P17.rtf,38,17,0.139094491,32,26,33,30,28,44,36,41,43,35
498,M14_P50.rtf,F12_P17.rtf,50,17,0.05067926,48,28,43,36,25,44,36,41,43,35
499,M15_P58.rtf,F12_P17.rtf,58,17,0.040573169,31,36,36,33,27,44,36,41,43,35
500,M16_P66.rtf,F12_P17.rtf,66,17,0.078648454,34,29,35,38,35,44,36,41,43,35
501,M17_P73.rtf,F12_P17.rtf,73,17,0.076215137,34,45,32,32,25,44,36,41,43,35
502,M18_P74.rtf,F12_P17.rtf,74,17,0.16434276,44,36,39,29,22,44,36,41,43,35
503,M19_P76.rtf,F12_P17.rtf,76,17,0.052828004,37,31,24,24,31,44,36,41,43,35
504,M20_P77.rtf,F12_P17.rtf,77,17,-0.008573479,36,50,34,30,33,44,36,41,43,35
505,M21_P78.rtf,F12_P17.rtf,78,17,0.111242151,44,21,32,22,18,44,36,41,43,35
506,M22_P79.rtf,F12_P17.rtf,79,17,0.093994137,47,25,37,28,22,44,36,41,43,35
507,M23_P80.rtf,F12_P17.rtf,80,17,0.329694042,41,46,41,39,44,44,36,41,43,35
508,M24_P81.rtf,F12_P17.rtf,81,17,0.067067829,41,46,36,33,38,44,36,41,43,35
509,M25_P82.rtf,F12_P17.rtf,82,17,0.15900539,47,46,47,42,42,44,36,41,43,35
510,M26_P83.rtf,F12_P17.rtf,83,17,0.434281167,39,42,45,33,41,44,36,41,43,35
511,M27_P84.rtf,F12_P17.rtf,84,17,0.024759105,46,47,37,34,43,44,36,41,43,35
512,M28_P86.rtf,F12_P17.rtf,86,17,0.017612419,35,44,35,35,33,44,36,41,43,35
513,M29_P87.rtf,F12_P17.rtf,87,17,0.057232242,36,40,37,36,29,44,36,41,43,35
514,M30_P88.rtf,F12_P17.rtf,88,17,0.160676961,24,47,32,36,46,44,36,41,43,35
515,M31_P89.rtf,F12_P17.rtf,89,17,0.353396379,36,37,28,32,32,44,36,41,43,35
516,M32_P90.rtf,F12_P17.rtf,90,17,0.222849656,23,35,38,38,32,44,36,41,43,35
517,M33_P91.rtf,F12_P17.rtf,91,17,0.058907079,25,42,34,46,45,44,36,41,43,35
518,M34_P92.rtf,F12_P17.rtf,92,17,0.228385182,48,46,36,44,37,44,36,41,43,35
519,M35_P93.rtf,F12_P17.rtf,93,17,0.068585279,35,24,37,22,33,44,36,41,43,35
520,M36_P94.rtf,F12_P17.rtf,94,17,0.062275345,41,33,28,39,42,44,36,41,43,35
521,M37_P96.rtf,F12_P17.rtf,96,17,0.063334559,33,41,33,39,35,44,36,41,43,35
522,M38_P97.rtf,F12_P17.rtf,97,17,0.11373025,42,44,38,26,29,44,36,41,43,35
523,M39_P98.rtf,F12_P17.rtf,98,17,0.04897104,46,22,34,40,26,44,36,41,43,35
524,M40_P99.rtf,F12_P17.rtf,99,17,0.163875755,34,45,32,34,28,44,36,41,43,35
525,M41_P101.rtf,F12_P17.rtf,101,17,-0.228342202,34,40,42,33,40,44,36,41,43,35
526,M42_P103.rtf,F12_P17.rtf,103,17,0.287634464,33,36,30,32,25,44,36,41,43,35
527,M43_P104.rtf,F12_P17.rtf,104,17,0.1474137,35,44,40,41,35,44,36,41,43,35
528,M44_P105.rtf,F12_P17.rtf,105,17,0.080501916,30,37,44,35,36,44,36,41,43,35
529,M01_P2.rtf,F13_P18.rtf,2,18,0.033116949,30,33,41,43,22,35,44,44,32,35
530,M02_P7.rtf,F13_P18.rtf,7,18,0.17472997,40,27,32,25,15,35,44,44,32,35
