,M-File,F-File,M-Part,F-Part,Cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
1323,M03_P12.rtf,F31_P49.rtf,12,49,0.130069954,39,33,31,30,30,35,35,27,14,23
1324,M04_P15.rtf,F31_P49.rtf,15,49,0.019436468,39,35,31,39,43,35,35,27,14,23
1325,M05_P21.rtf,F31_P49.rtf,21,49,0.04415195,42,44,44,49,22,35,35,27,14,23
1326,M06_P24.rtf,F31_P49.rtf,24,49,0.091035718,37,37,31,31,32,35,35,27,14,23
1327,M07_P25.rtf,F31_P49.rtf,25,49,0.07971647,41,43,43,43,47,35,35,27,14,23
1328,M08_P30.rtf,F31_P49.rtf,30,49,0.022042255,29,39,39,37,34,35,35,27,14,23
1329,M09_P33.rtf,F31_P49.rtf,33,49,0.182174314,34,36,33,40,28,35,35,27,14,23
1330,M10_P34.rtf,F31_P49.rtf,34,49,0.078653219,39,28,34,39,33,35,35,27,14,23
1331,M11_P35.rtf,F31_P49.rtf,35,49,0.204121997,42,41,32,41,34,35,35,27,14,23
1332,M12_P37.rtf,F31_P49.rtf,37,49,0.013477829,35,39,35,41,34,35,35,27,14,23
1333,M13_P38.rtf,F31_P49.rtf,38,49,0.052094082,32,26,33,30,28,35,35,27,14,23
1334,M14_P50.rtf,F31_P49.rtf,50,49,0.063274772,48,28,43,36,25,35,35,27,14,23
1335,M15_P58.rtf,F31_P49.rtf,58,49,0.011370927,31,36,36,33,27,35,35,27,14,23
1336,M16_P66.rtf,F31_P49.rtf,66,49,0.294922971,34,29,35,38,35,35,35,27,14,23
1337,M17_P73.rtf,F31_P49.rtf,73,49,0.149696915,34,45,32,32,25,35,35,27,14,23
1338,M18_P74.rtf,F31_P49.rtf,74,49,0.069368543,44,36,39,29,22,35,35,27,14,23
1339,M19_P76.rtf,F31_P49.rtf,76,49,0.073151412,37,31,24,24,31,35,35,27,14,23
1340,M20_P77.rtf,F31_P49.rtf,77,49,0.011261429,36,50,34,30,33,35,35,27,14,23
1341,M21_P78.rtf,F31_P49.rtf,78,49,0.219543729,44,21,32,22,18,35,35,27,14,23
1342,M22_P79.rtf,F31_P49.rtf,79,49,0.04326911,47,25,37,28,22,35,35,27,14,23
1343,M23_P80.rtf,F31_P49.rtf,80,49,0.077678239,41,46,41,39,44,35,35,27,14,23
1344,M24_P81.rtf,F31_P49.rtf,81,49,0.053824772,41,46,36,33,38,35,35,27,14,23
1345,M25_P82.rtf,F31_P49.rtf,82,49,0.181530863,47,46,47,42,42,35,35,27,14,23
1346,M26_P83.rtf,F31_P49.rtf,83,49,0.322190258,39,42,45,33,41,35,35,27,14,23
1347,M27_P84.rtf,F31_P49.rtf,84,49,0.037834259,46,47,37,34,43,35,35,27,14,23
1348,M28_P86.rtf,F31_P49.rtf,86,49,0.072960169,35,44,35,35,33,35,35,27,14,23
1349,M29_P87.rtf,F31_P49.rtf,87,49,0.092553953,36,40,37,36,29,35,35,27,14,23
1350,M30_P88.rtf,F31_P49.rtf,88,49,0.14080313,24,47,32,36,46,35,35,27,14,23
1351,M31_P89.rtf,F31_P49.rtf,89,49,0.255613106,36,37,28,32,32,35,35,27,14,23
1352,M32_P90.rtf,F31_P49.rtf,90,49,0.056615912,23,35,38,38,32,35,35,27,14,23
1353,M33_P91.rtf,F31_P49.rtf,91,49,0.063039896,25,42,34,46,45,35,35,27,14,23
1354,M34_P92.rtf,F31_P49.rtf,92,49,0.100319464,48,46,36,44,37,35,35,27,14,23
1355,M35_P93.rtf,F31_P49.rtf,93,49,0.057594109,35,24,37,22,33,35,35,27,14,23
1356,M36_P94.rtf,F31_P49.rtf,94,49,0.001820319,41,33,28,39,42,35,35,27,14,23
1357,M37_P96.rtf,F31_P49.rtf,96,49,0.044619247,33,41,33,39,35,35,35,27,14,23
1358,M38_P97.rtf,F31_P49.rtf,97,49,0.179439036,42,44,38,26,29,35,35,27,14,23
1359,M39_P98.rtf,F31_P49.rtf,98,49,0.016258412,46,22,34,40,26,35,35,27,14,23
1360,M40_P99.rtf,F31_P49.rtf,99,49,0.182966445,34,45,32,34,28,35,35,27,14,23
1361,M41_P101.rtf,F31_P49.rtf,101,49,0.04705825,34,40,42,33,40,35,35,27,14,23
1362,M42_P103.rtf,F31_P49.rtf,103,49,0.039661793,33,36,30,32,25,35,35,27,14,23
1363,M43_P104.rtf,F31_P49.rtf,104,49,0.079633162,35,44,40,41,35,35,35,27,14,23
1364,M44_P105.rtf,F31_P49.rtf,105,49,0.031124122,30,37,44,35,36,35,35,27,14,23
1365,M01_P2.rtf,F32_P51.rtf,2,51,0.133782526,30,33,41,43,22,37,32,43,27,15
1366,M02_P7.rtf,F32_P51.rtf,7,51,0.277439932,40,27,32,25,15,37,32,43,27,15
1367,M03_P12.rtf,F32_P51.rtf,12,51,0.40736875,39,33,31,30,30,37,32,43,27,15
1368,M04_P15.rtf,F32_P51.rtf,15,51,0.229934162,39,35,31,39,43,37,32,43,27,15
1369,M05_P21.rtf,F32_P51.rtf,21,51,0.125645455,42,44,44,49,22,37,32,43,27,15
1370,M06_P24.rtf,F32_P51.rtf,24,51,0.139417172,37,37,31,31,32,37,32,43,27,15
1371,M07_P25.rtf,F32_P51.rtf,25,51,0.505894251,41,43,43,43,47,37,32,43,27,15
1372,M08_P30.rtf,F32_P51.rtf,30,51,0.215891094,29,39,39,37,34,37,32,43,27,15
1373,M09_P33.rtf,F32_P51.rtf,33,51,0.341276298,34,36,33,40,28,37,32,43,27,15
1374,M10_P34.rtf,F32_P51.rtf,34,51,0.371989644,39,28,34,39,33,37,32,43,27,15
1375,M11_P35.rtf,F32_P51.rtf,35,51,0.492379015,42,41,32,41,34,37,32,43,27,15
1376,M12_P37.rtf,F32_P51.rtf,37,51,0.251981217,35,39,35,41,34,37,32,43,27,15
1377,M13_P38.rtf,F32_P51.rtf,38,51,0.10585412,32,26,33,30,28,37,32,43,27,15
1378,M14_P50.rtf,F32_P51.rtf,50,51,0.43956302,48,28,43,36,25,37,32,43,27,15
1379,M15_P58.rtf,F32_P51.rtf,58,51,0.220590052,31,36,36,33,27,37,32,43,27,15
1380,M16_P66.rtf,F32_P51.rtf,66,51,0.490877334,34,29,35,38,35,37,32,43,27,15
1381,M17_P73.rtf,F32_P51.rtf,73,51,0.398988262,34,45,32,32,25,37,32,43,27,15
1382,M18_P74.rtf,F32_P51.rtf,74,51,0.346796676,44,36,39,29,22,37,32,43,27,15
1383,M19_P76.rtf,F32_P51.rtf,76,51,0.055179003,37,31,24,24,31,37,32,43,27,15
1384,M20_P77.rtf,F32_P51.rtf,77,51,0.055389223,36,50,34,30,33,37,32,43,27,15
1385,M21_P78.rtf,F32_P51.rtf,78,51,0.259313425,44,21,32,22,18,37,32,43,27,15
1386,M22_P79.rtf,F32_P51.rtf,79,51,0.174222792,47,25,37,28,22,37,32,43,27,15
1387,M23_P80.rtf,F32_P51.rtf,80,51,0.326772264,41,46,41,39,44,37,32,43,27,15
1388,M24_P81.rtf,F32_P51.rtf,81,51,0.177339074,41,46,36,33,38,37,32,43,27,15
1389,M25_P82.rtf,F32_P51.rtf,82,51,0.362845635,47,46,47,42,42,37,32,43,27,15
1390,M26_P83.rtf,F32_P51.rtf,83,51,0.47581858,39,42,45,33,41,37,32,43,27,15
1391,M27_P84.rtf,F32_P51.rtf,84,51,0.460003243,46,47,37,34,43,37,32,43,27,15
1392,M28_P86.rtf,F32_P51.rtf,86,51,0.238561632,35,44,35,35,33,37,32,43,27,15
1393,M29_P87.rtf,F32_P51.rtf,87,51,-0.023761001,36,40,37,36,29,37,32,43,27,15
1394,M30_P88.rtf,F32_P51.rtf,88,51,0.288707987,24,47,32,36,46,37,32,43,27,15
1395,M31_P89.rtf,F32_P51.rtf,89,51,0.494124712,36,37,28,32,32,37,32,43,27,15
1396,M32_P90.rtf,F32_P51.rtf,90,51,0.307963326,23,35,38,38,32,37,32,43,27,15
1397,M33_P91.rtf,F32_P51.rtf,91,51,0.247285371,25,42,34,46,45,37,32,43,27,15
1398,M34_P92.rtf,F32_P51.rtf,92,51,0.235885448,48,46,36,44,37,37,32,43,27,15
1399,M35_P93.rtf,F32_P51.rtf,93,51,0.163098426,35,24,37,22,33,37,32,43,27,15
1400,M36_P94.rtf,F32_P51.rtf,94,51,0.178728297,41,33,28,39,42,37,32,43,27,15
1401,M37_P96.rtf,F32_P51.rtf,96,51,0.054867645,33,41,33,39,35,37,32,43,27,15
1402,M38_P97.rtf,F32_P51.rtf,97,51,0.565335343,42,44,38,26,29,37,32,43,27,15
1403,M39_P98.rtf,F32_P51.rtf,98,51,0.301694477,46,22,34,40,26,37,32,43,27,15
1404,M40_P99.rtf,F32_P51.rtf,99,51,0.267792366,34,45,32,34,28,37,32,43,27,15
1405,M41_P101.rtf,F32_P51.rtf,101,51,0.424746243,34,40,42,33,40,37,32,43,27,15
1406,M42_P103.rtf,F32_P51.rtf,103,51,0.391441111,33,36,30,32,25,37,32,43,27,15
1407,M43_P104.rtf,F32_P51.rtf,104,51,0.210992493,35,44,40,41,35,37,32,43,27,15
1408,M44_P105.rtf,F32_P51.rtf,105,51,-0.062344352,30,37,44,35,36,37,32,43,27,15
1409,M01_P2.rtf,F33_P52.rtf,2,52,0.026372345,30,33,41,43,22,27,33,42,50,25
1410,M02_P7.rtf,F33_P52.rtf,7,52,0.024528165,40,27,32,25,15,27,33,42,50,25
1411,M03_P12.rtf,F33_P52.rtf,12,52,0.358975146,39,33,31,30,30,27,33,42,50,25
1412,M04_P15.rtf,F33_P52.rtf,15,52,-0.025601456,39,35,31,39,43,27,33,42,50,25
1413,M05_P21.rtf,F33_P52.rtf,21,52,0.115946044,42,44,44,49,22,27,33,42,50,25
1414,M06_P24.rtf,F33_P52.rtf,24,52,0.267513164,37,37,31,31,32,27,33,42,50,25
1415,M07_P25.rtf,F33_P52.rtf,25,52,0.057751424,41,43,43,43,47,27,33,42,50,25
1416,M08_P30.rtf,F33_P52.rtf,30,52,-0.062637765,29,39,39,37,34,27,33,42,50,25
1417,M09_P33.rtf,F33_P52.rtf,33,52,0.335351378,34,36,33,40,28,27,33,42,50,25
1418,M10_P34.rtf,F33_P52.rtf,34,52,0.409627879,39,28,34,39,33,27,33,42,50,25
1419,M11_P35.rtf,F33_P52.rtf,35,52,0.175332806,42,41,32,41,34,27,33,42,50,25
1420,M12_P37.rtf,F33_P52.rtf,37,52,0.173122881,35,39,35,41,34,27,33,42,50,25
1421,M13_P38.rtf,F33_P52.rtf,38,52,0.133613662,32,26,33,30,28,27,33,42,50,25
1422,M14_P50.rtf,F33_P52.rtf,50,52,0.288032185,48,28,43,36,25,27,33,42,50,25
1423,M15_P58.rtf,F33_P52.rtf,58,52,0.096622376,31,36,36,33,27,27,33,42,50,25
1424,M16_P66.rtf,F33_P52.rtf,66,52,0.122267659,34,29,35,38,35,27,33,42,50,25
1425,M17_P73.rtf,F33_P52.rtf,73,52,0.234778024,34,45,32,32,25,27,33,42,50,25
1426,M18_P74.rtf,F33_P52.rtf,74,52,0.467076418,44,36,39,29,22,27,33,42,50,25
1427,M19_P76.rtf,F33_P52.rtf,76,52,0.155582061,37,31,24,24,31,27,33,42,50,25
1428,M20_P77.rtf,F33_P52.rtf,77,52,0.000749494,36,50,34,30,33,27,33,42,50,25
1429,M21_P78.rtf,F33_P52.rtf,78,52,0.232105696,44,21,32,22,18,27,33,42,50,25
1430,M22_P79.rtf,F33_P52.rtf,79,52,-0.002042206,47,25,37,28,22,27,33,42,50,25
1431,M23_P80.rtf,F33_P52.rtf,80,52,0.404712269,41,46,41,39,44,27,33,42,50,25
1432,M24_P81.rtf,F33_P52.rtf,81,52,0.045997819,41,46,36,33,38,27,33,42,50,25
1433,M25_P82.rtf,F33_P52.rtf,82,52,0.169254215,47,46,47,42,42,27,33,42,50,25
1434,M26_P83.rtf,F33_P52.rtf,83,52,0.499979101,39,42,45,33,41,27,33,42,50,25
1435,M27_P84.rtf,F33_P52.rtf,84,52,0.287246818,46,47,37,34,43,27,33,42,50,25
1436,M28_P86.rtf,F33_P52.rtf,86,52,0.048629222,35,44,35,35,33,27,33,42,50,25
1437,M29_P87.rtf,F33_P52.rtf,87,52,0.113784353,36,40,37,36,29,27,33,42,50,25
1438,M30_P88.rtf,F33_P52.rtf,88,52,0.336906331,24,47,32,36,46,27,33,42,50,25
1439,M31_P89.rtf,F33_P52.rtf,89,52,0.497025555,36,37,28,32,32,27,33,42,50,25
1440,M32_P90.rtf,F33_P52.rtf,90,52,0.344738905,23,35,38,38,32,27,33,42,50,25
1441,M33_P91.rtf,F33_P52.rtf,91,52,0.043311984,25,42,34,46,45,27,33,42,50,25
1442,M34_P92.rtf,F33_P52.rtf,92,52,0.382405213,48,46,36,44,37,27,33,42,50,25
1443,M35_P93.rtf,F33_P52.rtf,93,52,0.08290123,35,24,37,22,33,27,33,42,50,25
1444,M36_P94.rtf,F33_P52.rtf,94,52,-0.049914181,41,33,28,39,42,27,33,42,50,25
1445,M37_P96.rtf,F33_P52.rtf,96,52,0.211317317,33,41,33,39,35,27,33,42,50,25
1446,M38_P97.rtf,F33_P52.rtf,97,52,0.016721811,42,44,38,26,29,27,33,42,50,25
1447,M39_P98.rtf,F33_P52.rtf,98,52,0.071091066,46,22,34,40,26,27,33,42,50,25
1448,M40_P99.rtf,F33_P52.rtf,99,52,0.339755835,34,45,32,34,28,27,33,42,50,25
1449,M41_P101.rtf,F33_P52.rtf,101,52,0.23128448,34,40,42,33,40,27,33,42,50,25
1450,M42_P103.rtf,F33_P52.rtf,103,52,0.025645907,33,36,30,32,25,27,33,42,50,25
1451,M43_P104.rtf,F33_P52.rtf,104,52,0.407230378,35,44,40,41,35,27,33,42,50,25
1452,M44_P105.rtf,F33_P52.rtf,105,52,0.342515178,30,37,44,35,36,27,33,42,50,25
1453,M01_P2.rtf,F34_P55.rtf,2,55,0.012286653,30,33,41,43,22,37,42,28,31,17
1454,M02_P7.rtf,F34_P55.rtf,7,55,0.055977925,40,27,32,25,15,37,42,28,31,17
1455,M03_P12.rtf,F34_P55.rtf,12,55,0.17134485,39,33,31,30,30,37,42,28,31,17
1456,M04_P15.rtf,F34_P55.rtf,15,55,0.07555962,39,35,31,39,43,37,42,28,31,17
1457,M05_P21.rtf,F34_P55.rtf,21,55,0.077982525,42,44,44,49,22,37,42,28,31,17
1458,M06_P24.rtf,F34_P55.rtf,24,55,0.060996366,37,37,31,31,32,37,42,28,31,17
1459,M07_P25.rtf,F34_P55.rtf,25,55,-0.004244708,41,43,43,43,47,37,42,28,31,17
1460,M08_P30.rtf,F34_P55.rtf,30,55,0.059123386,29,39,39,37,34,37,42,28,31,17
1461,M09_P33.rtf,F34_P55.rtf,33,55,0.128250771,34,36,33,40,28,37,42,28,31,17
1462,M10_P34.rtf,F34_P55.rtf,34,55,0.191686351,39,28,34,39,33,37,42,28,31,17
1463,M11_P35.rtf,F34_P55.rtf,35,55,0.238930146,42,41,32,41,34,37,42,28,31,17
1464,M12_P37.rtf,F34_P55.rtf,37,55,-0.028747524,35,39,35,41,34,37,42,28,31,17
1465,M13_P38.rtf,F34_P55.rtf,38,55,0.050345831,32,26,33,30,28,37,42,28,31,17
1466,M14_P50.rtf,F34_P55.rtf,50,55,0.190826785,48,28,43,36,25,37,42,28,31,17
1467,M15_P58.rtf,F34_P55.rtf,58,55,0.152320329,31,36,36,33,27,37,42,28,31,17
1468,M16_P66.rtf,F34_P55.rtf,66,55,0.114258118,34,29,35,38,35,37,42,28,31,17
1469,M17_P73.rtf,F34_P55.rtf,73,55,0.131093365,34,45,32,32,25,37,42,28,31,17
1470,M18_P74.rtf,F34_P55.rtf,74,55,-0.138765633,44,36,39,29,22,37,42,28,31,17
1471,M19_P76.rtf,F34_P55.rtf,76,55,0.04971684,37,31,24,24,31,37,42,28,31,17
1472,M20_P77.rtf,F34_P55.rtf,77,55,0.054201793,36,50,34,30,33,37,42,28,31,17
1473,M21_P78.rtf,F34_P55.rtf,78,55,0.158149646,44,21,32,22,18,37,42,28,31,17
1474,M22_P79.rtf,F34_P55.rtf,79,55,0.153750392,47,25,37,28,22,37,42,28,31,17
1475,M23_P80.rtf,F34_P55.rtf,80,55,-0.062266084,41,46,41,39,44,37,42,28,31,17
1476,M24_P81.rtf,F34_P55.rtf,81,55,-0.002687527,41,46,36,33,38,37,42,28,31,17
1477,M25_P82.rtf,F34_P55.rtf,82,55,0.322519896,47,46,47,42,42,37,42,28,31,17
1478,M26_P83.rtf,F34_P55.rtf,83,55,0.192502523,39,42,45,33,41,37,42,28,31,17
1479,M27_P84.rtf,F34_P55.rtf,84,55,0.1548301,46,47,37,34,43,37,42,28,31,17
1480,M28_P86.rtf,F34_P55.rtf,86,55,0.029495029,35,44,35,35,33,37,42,28,31,17
1481,M29_P87.rtf,F34_P55.rtf,87,55,0.026866858,36,40,37,36,29,37,42,28,31,17
1482,M30_P88.rtf,F34_P55.rtf,88,55,0.125373402,24,47,32,36,46,37,42,28,31,17
1483,M31_P89.rtf,F34_P55.rtf,89,55,0.055943005,36,37,28,32,32,37,42,28,31,17
1484,M32_P90.rtf,F34_P55.rtf,90,55,0.364174124,23,35,38,38,32,37,42,28,31,17
1485,M33_P91.rtf,F34_P55.rtf,91,55,0.024128986,25,42,34,46,45,37,42,28,31,17
1486,M34_P92.rtf,F34_P55.rtf,92,55,0.014342144,48,46,36,44,37,37,42,28,31,17
1487,M35_P93.rtf,F34_P55.rtf,93,55,0.039087229,35,24,37,22,33,37,42,28,31,17
1488,M36_P94.rtf,F34_P55.rtf,94,55,0.005341272,41,33,28,39,42,37,42,28,31,17
1489,M37_P96.rtf,F34_P55.rtf,96,55,0.107691755,33,41,33,39,35,37,42,28,31,17
1490,M38_P97.rtf,F34_P55.rtf,97,55,-0.139278186,42,44,38,26,29,37,42,28,31,17
1491,M39_P98.rtf,F34_P55.rtf,98,55,0.05209286,46,22,34,40,26,37,42,28,31,17
1492,M40_P99.rtf,F34_P55.rtf,99,55,0.12427172,34,45,32,34,28,37,42,28,31,17
1493,M41_P101.rtf,F34_P55.rtf,101,55,-0.021359606,34,40,42,33,40,37,42,28,31,17
1494,M42_P103.rtf,F34_P55.rtf,103,55,-0.031440999,33,36,30,32,25,37,42,28,31,17
1495,M43_P104.rtf,F34_P55.rtf,104,55,0.069070475,35,44,40,41,35,37,42,28,31,17
1496,M44_P105.rtf,F34_P55.rtf,105,55,0.078242736,30,37,44,35,36,37,42,28,31,17
1497,M01_P2.rtf,F35_P56.rtf,2,56,0.177199478,30,33,41,43,22,29,45,36,39,30
1498,M02_P7.rtf,F35_P56.rtf,7,56,0.479130285,40,27,32,25,15,29,45,36,39,30
1499,M03_P12.rtf,F35_P56.rtf,12,56,0.38972826,39,33,31,30,30,29,45,36,39,30
1500,M04_P15.rtf,F35_P56.rtf,15,56,0.056459268,39,35,31,39,43,29,45,36,39,30
1501,M05_P21.rtf,F35_P56.rtf,21,56,0.123701975,42,44,44,49,22,29,45,36,39,30
1502,M06_P24.rtf,F35_P56.rtf,24,56,0.053249639,37,37,31,31,32,29,45,36,39,30
1503,M07_P25.rtf,F35_P56.rtf,25,56,0.490845667,41,43,43,43,47,29,45,36,39,30
1504,M08_P30.rtf,F35_P56.rtf,30,56,-0.036274359,29,39,39,37,34,29,45,36,39,30
1505,M09_P33.rtf,F35_P56.rtf,33,56,0.163769354,34,36,33,40,28,29,45,36,39,30
1506,M10_P34.rtf,F35_P56.rtf,34,56,0.204740753,39,28,34,39,33,29,45,36,39,30
1507,M11_P35.rtf,F35_P56.rtf,35,56,0.48903055,42,41,32,41,34,29,45,36,39,30
1508,M12_P37.rtf,F35_P56.rtf,37,56,0.425470302,35,39,35,41,34,29,45,36,39,30
1509,M13_P38.rtf,F35_P56.rtf,38,56,0.178931733,32,26,33,30,28,29,45,36,39,30
1510,M14_P50.rtf,F35_P56.rtf,50,56,0.294053405,48,28,43,36,25,29,45,36,39,30
1511,M15_P58.rtf,F35_P56.rtf,58,56,0.056220629,31,36,36,33,27,29,45,36,39,30
1512,M16_P66.rtf,F35_P56.rtf,66,56,0.559513186,34,29,35,38,35,29,45,36,39,30
1513,M17_P73.rtf,F35_P56.rtf,73,56,0.210817905,34,45,32,32,25,29,45,36,39,30
1514,M18_P74.rtf,F35_P56.rtf,74,56,0.369869993,44,36,39,29,22,29,45,36,39,30
1515,M19_P76.rtf,F35_P56.rtf,76,56,0.02832733,37,31,24,24,31,29,45,36,39,30
1516,M20_P77.rtf,F35_P56.rtf,77,56,0.31034753,36,50,34,30,33,29,45,36,39,30
1517,M21_P78.rtf,F35_P56.rtf,78,56,0.044417049,44,21,32,22,18,29,45,36,39,30
1518,M22_P79.rtf,F35_P56.rtf,79,56,0.343165073,47,25,37,28,22,29,45,36,39,30
1519,M23_P80.rtf,F35_P56.rtf,80,56,0.259154913,41,46,41,39,44,29,45,36,39,30
1520,M24_P81.rtf,F35_P56.rtf,81,56,0.143046896,41,46,36,33,38,29,45,36,39,30
1521,M25_P82.rtf,F35_P56.rtf,82,56,0.299360803,47,46,47,42,42,29,45,36,39,30
1522,M26_P83.rtf,F35_P56.rtf,83,56,0.147556426,39,42,45,33,41,29,45,36,39,30
1523,M27_P84.rtf,F35_P56.rtf,84,56,0.415371969,46,47,37,34,43,29,45,36,39,30
1524,M28_P86.rtf,F35_P56.rtf,86,56,0.1380921,35,44,35,35,33,29,45,36,39,30
1525,M29_P87.rtf,F35_P56.rtf,87,56,0.062204841,36,40,37,36,29,29,45,36,39,30
1526,M30_P88.rtf,F35_P56.rtf,88,56,0.123080347,24,47,32,36,46,29,45,36,39,30
1527,M31_P89.rtf,F35_P56.rtf,89,56,0.406305441,36,37,28,32,32,29,45,36,39,30
1528,M32_P90.rtf,F35_P56.rtf,90,56,0.080810066,23,35,38,38,32,29,45,36,39,30
1529,M33_P91.rtf,F35_P56.rtf,91,56,0.383921479,25,42,34,46,45,29,45,36,39,30
1530,M34_P92.rtf,F35_P56.rtf,92,56,0.279885136,48,46,36,44,37,29,45,36,39,30
1531,M35_P93.rtf,F35_P56.rtf,93,56,0.14340215,35,24,37,22,33,29,45,36,39,30
1532,M36_P94.rtf,F35_P56.rtf,94,56,0.218232405,41,33,28,39,42,29,45,36,39,30
1533,M37_P96.rtf,F35_P56.rtf,96,56,0.178991426,33,41,33,39,35,29,45,36,39,30
1534,M38_P97.rtf,F35_P56.rtf,97,56,0.656237744,42,44,38,26,29,29,45,36,39,30
1535,M39_P98.rtf,F35_P56.rtf,98,56,0.356807304,46,22,34,40,26,29,45,36,39,30
1536,M40_P99.rtf,F35_P56.rtf,99,56,0.132329176,34,45,32,34,28,29,45,36,39,30
1537,M41_P101.rtf,F35_P56.rtf,101,56,0.400998462,34,40,42,33,40,29,45,36,39,30
1538,M42_P103.rtf,F35_P56.rtf,103,56,0.186335004,33,36,30,32,25,29,45,36,39,30
1539,M43_P104.rtf,F35_P56.rtf,104,56,0.155449649,35,44,40,41,35,29,45,36,39,30
1540,M44_P105.rtf,F35_P56.rtf,105,56,-0.008541844,30,37,44,35,36,29,45,36,39,30
1541,M01_P2.rtf,F36_P57.rtf,2,57,0.04821818,30,33,41,43,22,31,39,21,24,20
1542,M02_P7.rtf,F36_P57.rtf,7,57,0.015689591,40,27,32,25,15,31,39,21,24,20
1543,M03_P12.rtf,F36_P57.rtf,12,57,0.069589198,39,33,31,30,30,31,39,21,24,20
1544,M04_P15.rtf,F36_P57.rtf,15,57,0.004646702,39,35,31,39,43,31,39,21,24,20
1545,M05_P21.rtf,F36_P57.rtf,21,57,0.020206264,42,44,44,49,22,31,39,21,24,20
1546,M06_P24.rtf,F36_P57.rtf,24,57,0.124395272,37,37,31,31,32,31,39,21,24,20
1547,M07_P25.rtf,F36_P57.rtf,25,57,-0.028812943,41,43,43,43,47,31,39,21,24,20
1548,M08_P30.rtf,F36_P57.rtf,30,57,0.044714048,29,39,39,37,34,31,39,21,24,20
1549,M09_P33.rtf,F36_P57.rtf,33,57,-0.025174558,34,36,33,40,28,31,39,21,24,20
1550,M10_P34.rtf,F36_P57.rtf,34,57,0.017445722,39,28,34,39,33,31,39,21,24,20
1551,M11_P35.rtf,F36_P57.rtf,35,57,0.113475735,42,41,32,41,34,31,39,21,24,20
1552,M12_P37.rtf,F36_P57.rtf,37,57,0.038121105,35,39,35,41,34,31,39,21,24,20
1553,M13_P38.rtf,F36_P57.rtf,38,57,0.030522417,32,26,33,30,28,31,39,21,24,20
1554,M14_P50.rtf,F36_P57.rtf,50,57,0.196570075,48,28,43,36,25,31,39,21,24,20
1555,M15_P58.rtf,F36_P57.rtf,58,57,0.040429613,31,36,36,33,27,31,39,21,24,20
1556,M16_P66.rtf,F36_P57.rtf,66,57,-0.016342808,34,29,35,38,35,31,39,21,24,20
1557,M17_P73.rtf,F36_P57.rtf,73,57,0.113512211,34,45,32,32,25,31,39,21,24,20
1558,M18_P74.rtf,F36_P57.rtf,74,57,0.163663543,44,36,39,29,22,31,39,21,24,20
1559,M19_P76.rtf,F36_P57.rtf,76,57,0.017180393,37,31,24,24,31,31,39,21,24,20
1560,M20_P77.rtf,F36_P57.rtf,77,57,0.001179301,36,50,34,30,33,31,39,21,24,20
1561,M21_P78.rtf,F36_P57.rtf,78,57,0.264081045,44,21,32,22,18,31,39,21,24,20
1562,M22_P79.rtf,F36_P57.rtf,79,57,0.025773501,47,25,37,28,22,31,39,21,24,20
1563,M23_P80.rtf,F36_P57.rtf,80,57,-0.001834743,41,46,41,39,44,31,39,21,24,20
1564,M24_P81.rtf,F36_P57.rtf,81,57,0.112553554,41,46,36,33,38,31,39,21,24,20
1565,M25_P82.rtf,F36_P57.rtf,82,57,-0.009665471,47,46,47,42,42,31,39,21,24,20
1566,M26_P83.rtf,F36_P57.rtf,83,57,0.251532524,39,42,45,33,41,31,39,21,24,20
1567,M27_P84.rtf,F36_P57.rtf,84,57,0.211274129,46,47,37,34,43,31,39,21,24,20
1568,M28_P86.rtf,F36_P57.rtf,86,57,0.050800202,35,44,35,35,33,31,39,21,24,20
1569,M29_P87.rtf,F36_P57.rtf,87,57,0.061450847,36,40,37,36,29,31,39,21,24,20
1570,M30_P88.rtf,F36_P57.rtf,88,57,-0.026881728,24,47,32,36,46,31,39,21,24,20
1571,M31_P89.rtf,F36_P57.rtf,89,57,0.175783164,36,37,28,32,32,31,39,21,24,20
1572,M32_P90.rtf,F36_P57.rtf,90,57,0.03383889,23,35,38,38,32,31,39,21,24,20
1573,M33_P91.rtf,F36_P57.rtf,91,57,0.124676003,25,42,34,46,45,31,39,21,24,20
1574,M34_P92.rtf,F36_P57.rtf,92,57,0.010521996,48,46,36,44,37,31,39,21,24,20
1575,M35_P93.rtf,F36_P57.rtf,93,57,0.054907135,35,24,37,22,33,31,39,21,24,20
1576,M36_P94.rtf,F36_P57.rtf,94,57,0.043880023,41,33,28,39,42,31,39,21,24,20
1577,M37_P96.rtf,F36_P57.rtf,96,57,0.091878801,33,41,33,39,35,31,39,21,24,20
1578,M38_P97.rtf,F36_P57.rtf,97,57,0.232219832,42,44,38,26,29,31,39,21,24,20
1579,M39_P98.rtf,F36_P57.rtf,98,57,0.105449828,46,22,34,40,26,31,39,21,24,20
1580,M40_P99.rtf,F36_P57.rtf,99,57,0.116825624,34,45,32,34,28,31,39,21,24,20
1581,M41_P101.rtf,F36_P57.rtf,101,57,0.194917428,34,40,42,33,40,31,39,21,24,20
1582,M42_P103.rtf,F36_P57.rtf,103,57,0.093556899,33,36,30,32,25,31,39,21,24,20
1583,M43_P104.rtf,F36_P57.rtf,104,57,0.083304596,35,44,40,41,35,31,39,21,24,20
