first,second,groupauthor,secondauthor,grouptheme,secondtheme,cosine
31,58,1,3,1,2,0.417343864
31,59,1,3,1,2,0.186569011
31,60,1,3,1,2,0.407334487
31,61,1,3,1,2,0.421383133
31,62,1,3,1,2,0.527635524
31,63,1,3,1,2,0.374392979
31,64,1,3,1,2,0.327234522
31,65,1,3,1,2,0.41569394
31,66,1,3,1,2,0.524047692
32,33,1,1,1,1,0.221418534
32,34,1,1,1,1,0.475445892
32,35,1,1,1,1,0.566364298
32,36,1,1,1,1,0.383665996
32,37,1,1,1,1,0.04469585
32,38,1,1,1,1,0.26086708
32,39,1,1,1,1,0.161196689
32,40,1,2,1,2,0.078356597
32,41,1,2,1,2,0.184388199
32,42,1,2,1,2,0.350359011
32,43,1,2,1,2,0.155535192
32,44,1,2,1,2,0.146490458
32,45,1,2,1,2,0.129942599
32,46,1,2,1,2,0.042753433
32,47,1,2,1,2,0.146731945
32,48,1,2,1,2,0.195736638
32,49,1,2,1,2,-0.028698841
32,50,1,2,1,2,0.307332618
32,51,1,2,1,2,0.326529312
32,52,1,2,1,2,0.187198522
32,53,1,2,1,2,0.041118133
32,54,1,2,1,2,0.156222083
32,55,1,2,1,2,0.287285284
32,56,1,3,1,2,0.245573188
32,57,1,3,1,2,0.39481403
32,58,1,3,1,2,0.145298956
32,59,1,3,1,2,0.181811726
32,60,1,3,1,2,0.029288682
32,61,1,3,1,2,0.115846358
32,62,1,3,1,2,0.169357926
32,63,1,3,1,2,0.11173099
32,64,1,3,1,2,0.256924149
32,65,1,3,1,2,0.385136338
32,66,1,3,1,2,0.033418756
33,34,1,1,1,1,0.278808025
33,35,1,1,1,1,0.569238281
33,36,1,1,1,1,0.165012087
33,37,1,1,1,1,0.094388569
33,38,1,1,1,1,0.09256682
33,39,1,1,1,1,0.170393197
33,40,1,2,1,2,0.144530708
33,41,1,2,1,2,0.109906113
33,42,1,2,1,2,0.317909504
33,43,1,2,1,2,0.230445964
33,44,1,2,1,2,0.14446819
33,45,1,2,1,2,0.131089747
33,46,1,2,1,2,0.139259904
33,47,1,2,1,2,0.18828676
33,48,1,2,1,2,0.233834242
33,49,1,2,1,2,0.241902524
33,50,1,2,1,2,0.238993742
33,51,1,2,1,2,0.195523414
33,52,1,2,1,2,0.32899795
33,53,1,2,1,2,0.058269553
33,54,1,2,1,2,0.308752134
33,55,1,2,1,2,0.131325606
33,56,1,3,1,2,0.187173804
33,57,1,3,1,2,0.283912022
33,58,1,3,1,2,0.079955095
33,59,1,3,1,2,0.239415086
33,60,1,3,1,2,0.103712302
33,61,1,3,1,2,0.176858565
33,62,1,3,1,2,0.282498968
33,63,1,3,1,2,0.191243963
33,64,1,3,1,2,0.37543952
33,65,1,3,1,2,0.150454234
33,66,1,3,1,2,0.017760821
34,35,1,1,2,1,0.602780266
34,36,1,1,2,1,-0.024217136
34,37,1,1,2,1,0.182045422
34,38,1,1,2,1,0.367999357
34,39,1,1,2,1,0.273945106
34,40,1,2,2,2,0.177561071
34,41,1,2,2,2,0.052734253
34,42,1,2,2,2,0.382891993
34,43,1,2,2,2,0.227763728
34,44,1,2,2,2,0.213772499
34,45,1,2,2,2,0.204017913
34,46,1,2,2,2,0.188736969
34,47,1,2,2,2,0.114367403
34,48,1,2,2,2,0.310351888
34,49,1,2,2,2,0.290654914
34,50,1,2,2,2,0.213613825
34,51,1,2,2,2,0.347767965
34,52,1,2,2,2,0.371430852
34,53,1,2,2,2,0.239246019
34,54,1,2,2,2,0.323301222
34,55,1,2,2,2,0.36921408
34,56,1,3,2,2,0.299772284
34,57,1,3,2,2,0.230199251
34,58,1,3,2,2,0.143356214
34,59,1,3,2,2,-0.007907593
34,60,1,3,2,2,0.266162065
34,61,1,3,2,2,0.217147985
34,62,1,3,2,2,0.35126799
34,63,1,3,2,2,0.164670008
34,64,1,3,2,2,0.199961446
34,65,1,3,2,2,0.469892987
34,66,1,3,2,2,0.426895648
35,36,1,1,2,1,0.2500996
35,37,1,1,2,1,0.124189115
35,38,1,1,2,1,0.201691309
35,39,1,1,2,1,0.203876618
35,40,1,2,2,2,0.147011099
35,41,1,2,2,2,0.313344665
35,42,1,2,2,2,0.587511644
35,43,1,2,2,2,0.232012338
35,44,1,2,2,2,0.241807624
35,45,1,2,2,2,0.230509235
35,46,1,2,2,2,0.372086547
35,47,1,2,2,2,0.164253961
35,48,1,2,2,2,0.3071493
35,49,1,2,2,2,0.412208822
35,50,1,2,2,2,0.580101737
35,51,1,2,2,2,0.623246863
35,52,1,2,2,2,0.601402431
35,53,1,2,2,2,0.379230365
35,54,1,2,2,2,0.343582036
35,55,1,2,2,2,0.503713553
35,56,1,3,2,2,0.355176772
35,57,1,3,2,2,0.185371167
35,58,1,3,2,2,0.293456519
35,59,1,3,2,2,0.256178355
35,60,1,3,2,2,0.230543403
35,61,1,3,2,2,0.436011886
35,62,1,3,2,2,0.317697988
35,63,1,3,2,2,0.319857282
35,64,1,3,2,2,0.34874531
35,65,1,3,2,2,0.53374063
35,66,1,3,2,2,0.353968683
36,37,1,1,2,1,0.666193572
36,38,1,1,2,1,0.290190551
36,39,1,1,2,1,0.565491038
36,40,1,2,2,2,0.063011738
36,41,1,2,2,2,0.432364821
36,42,1,2,2,2,0.320334213
36,43,1,2,2,2,0.266518887
36,44,1,2,2,2,0.060351014
36,45,1,2,2,2,0.232493989
36,46,1,2,2,2,0.214128725
36,47,1,2,2,2,0.090473953
36,48,1,2,2,2,0.218522939
36,49,1,2,2,2,0.176843732
36,50,1,2,2,2,0.301364195
36,51,1,2,2,2,0.071308847
36,52,1,2,2,2,0.237014444
36,53,1,2,2,2,-0.041802975
36,54,1,2,2,2,0.087235427
36,55,1,2,2,2,0.249728097
36,56,1,3,2,2,0.235843816
36,57,1,3,2,2,0.170806146
36,58,1,3,2,2,0.093289346
36,59,1,3,2,2,0.100030858
36,60,1,3,2,2,0.105275604
36,61,1,3,2,2,0.13398178
36,62,1,3,2,2,0.230148814
36,63,1,3,2,2,0.075809707
36,64,1,3,2,2,0.156129835
36,65,1,3,2,2,0.306347281
36,66,1,3,2,2,0.072786542
37,38,1,1,2,1,0.567132112
37,39,1,1,2,1,0.78955698
37,40,1,2,2,2,0.143659687
37,41,1,2,2,2,0.107385586
37,42,1,2,2,2,0.179760567
37,43,1,2,2,2,0.251202082
37,44,1,2,2,2,0.171190135
37,45,1,2,2,2,0.22307745
37,46,1,2,2,2,0.256321539
37,47,1,2,2,2,0.232741754
37,48,1,2,2,2,0.306362138
37,49,1,2,2,2,0.254068835
37,50,1,2,2,2,0.271815935
37,51,1,2,2,2,0.221224428
37,52,1,2,2,2,0.311725389
37,53,1,2,2,2,0.172315464
37,54,1,2,2,2,0.192872263
37,55,1,2,2,2,0.342192554
37,56,1,3,2,2,0.24688588
37,57,1,3,2,2,0.11627972
37,58,1,3,2,2,0.167755113
37,59,1,3,2,2,0.124343404
37,60,1,3,2,2,0.201866942
37,61,1,3,2,2,0.155867471
37,62,1,3,2,2,0.297433845
37,63,1,3,2,2,0.184990374
37,64,1,3,2,2,0.249027242
37,65,1,3,2,2,0.184365961
37,66,1,3,2,2,0.223032735
38,39,1,1,2,1,0.869292566
38,40,1,2,2,2,0.108635843
38,41,1,2,2,2,0.038594616
38,42,1,2,2,2,0.225640456
38,43,1,2,2,2,0.397285255
38,44,1,2,2,2,0.21054715
38,45,1,2,2,2,0.421144968
38,46,1,2,2,2,0.198158321
38,47,1,2,2,2,0.312086648
38,48,1,2,2,2,0.454061042
38,49,1,2,2,2,0.305950363
38,50,1,2,2,2,0.121926901
38,51,1,2,2,2,0.323566881
38,52,1,2,2,2,0.297635296
38,53,1,2,2,2,0.174713751
38,54,1,2,2,2,0.350027972
38,55,1,2,2,2,0.402029008
38,56,1,3,2,2,0.36878664
38,57,1,3,2,2,0.245581816
38,58,1,3,2,2,0.435929736
38,59,1,3,2,2,0.325609083
38,60,1,3,2,2,0.520293396
38,61,1,3,2,2,0.181598345
38,62,1,3,2,2,0.501010386
38,63,1,3,2,2,0.34848133
38,64,1,3,2,2,0.507811336
38,65,1,3,2,2,-0.023033322
38,66,1,3,2,2,0.042224927
39,40,1,2,2,2,0.138020185
39,41,1,2,2,2,0.179640684
39,42,1,2,2,2,0.294343789
39,43,1,2,2,2,0.489973333
39,44,1,2,2,2,0.162190943
39,45,1,2,2,2,0.461970212
39,46,1,2,2,2,0.322112512
39,47,1,2,2,2,0.405634327
39,48,1,2,2,2,0.525154702
39,49,1,2,2,2,0.397496377
39,50,1,2,2,2,0.244994873
39,51,1,2,2,2,0.270987241
39,52,1,2,2,2,0.409277365
39,53,1,2,2,2,0.165742898
39,54,1,2,2,2,0.39878486
39,55,1,2,2,2,0.476484666
39,56,1,3,2,2,0.373547386
39,57,1,3,2,2,0.277232871
39,58,1,3,2,2,0.373617861
39,59,1,3,2,2,0.185658086
39,60,1,3,2,2,0.479811527
39,61,1,3,2,2,0.205189531
39,62,1,3,2,2,0.564389784
39,63,1,3,2,2,0.294752493
39,64,1,3,2,2,0.50199257
39,65,1,3,2,2,0.149771729
39,66,1,3,2,2,0.186317648
40,41,2,2,2,2,0.3149044
40,42,2,2,2,2,0.246456446
40,43,2,2,2,2,0.180883458
40,44,2,2,2,2,0.183579135
40,45,2,2,2,2,0.157362034
40,46,2,2,2,2,0.477553544
40,47,2,2,2,2,0.076761832
40,48,2,2,2,2,0.177526792
40,49,2,2,2,2,0.137543789
40,50,2,2,2,2,0.245994962
40,51,2,2,2,2,0.106813021
40,52,2,2,2,2,0.423958189
40,53,2,2,2,2,0.132250474
40,54,2,2,2,2,0.191967137
40,55,2,2,2,2,0.228407085
40,56,2,3,2,2,0.235036852
40,57,2,3,2,2,0.141547489
40,58,2,3,2,2,0.077488305
40,59,2,3,2,2,0.07035701
40,60,2,3,2,2,0.212698547
40,61,2,3,2,2,0.33546671
40,62,2,3,2,2,0.20997562
40,63,2,3,2,2,0.105177438
40,64,2,3,2,2,0.140023721
40,65,2,3,2,2,0.084275333
40,66,2,3,2,2,0.228012918
41,42,2,2,2,2,0.704082668
41,43,2,2,2,2,0.61776924
41,44,2,2,2,2,0.253154774
41,45,2,2,2,2,0.631058765
41,46,2,2,2,2,0.648616469
41,47,2,2,2,2,0.25640534
41,48,2,2,2,2,0.503304313
41,49,2,2,2,2,0.734648283
41,50,2,2,2,2,0.471249719
41,51,2,2,2,2,0.089064672
41,52,2,2,2,2,0.63053242
41,53,2,2,2,2,0.258473486
41,54,2,2,2,2,0.522124195
41,55,2,2,2,2,0.576771291
41,56,2,3,2,2,0.418677911
41,57,2,3,2,2,0.118351863
41,58,2,3,2,2,0.418703718
41,59,2,3,2,2,0.191517021
41,60,2,3,2,2,0.442650121
41,61,2,3,2,2,0.39368909
41,62,2,3,2,2,0.442352741
41,63,2,3,2,2,0.198286632
41,64,2,3,2,2,0.244957227
41,65,2,3,2,2,0.314372466
41,66,2,3,2,2,0.154907499
42,43,2,2,2,2,0.663537422
42,44,2,2,2,2,0.351840277
42,45,2,2,2,2,0.767021534
42,46,2,2,2,2,0.718200105
42,47,2,2,2,2,0.276780946
42,48,2,2,2,2,0.7068437
42,49,2,2,2,2,0.810743378
42,50,2,2,2,2,0.708910544
42,51,2,2,2,2,0.445796049
42,52,2,2,2,2,0.835358337
42,53,2,2,2,2,0.451667667
42,54,2,2,2,2,0.572187133
42,55,2,2,2,2,0.784608343
42,56,2,3,2,2,0.534298682
42,57,2,3,2,2,0.117500243
42,58,2,3,2,2,0.506933865
42,59,2,3,2,2,0.364544349
42,60,2,3,2,2,0.591950727
42,61,2,3,2,2,0.457870375
42,62,2,3,2,2,0.587276856
42,63,2,3,2,2,0.268263468
42,64,2,3,2,2,0.363476855
42,65,2,3,2,2,0.513788394
42,66,2,3,2,2,0.343307602
43,44,2,2,2,2,0.477554296
43,45,2,2,2,2,0.930855035
43,46,2,2,2,2,0.746621997
43,47,2,2,2,2,0.734252519
43,48,2,2,2,2,0.938826105
43,49,2,2,2,2,0.698089074
43,50,2,2,2,2,0.529038723
43,51,2,2,2,2,0.145035855
43,52,2,2,2,2,0.594757457
43,53,2,2,2,2,0.358574597
43,54,2,2,2,2,0.785242659
43,55,2,2,2,2,0.618748689
43,56,2,3,2,2,0.48722542
43,57,2,3,2,2,0.495728736
43,58,2,3,2,2,0.423133008
43,59,2,3,2,2,0.131882135
43,60,2,3,2,2,0.488764475
43,61,2,3,2,2,0.265841664
43,62,2,3,2,2,0.635422643
43,63,2,3,2,2,0.429720495
43,64,2,3,2,2,0.616119977
43,65,2,3,2,2,0.240568576
43,66,2,3,2,2,0.269191057
44,45,2,2,2,2,0.428087525
44,46,2,2,2,2,0.395406714
44,47,2,2,2,2,0.180764512
44,48,2,2,2,2,0.570579256
44,49,2,2,2,2,0.262900032
44,50,2,2,2,2,0.283611549
44,51,2,2,2,2,0.110223743
44,52,2,2,2,2,0.172906255
44,53,2,2,2,2,0.188153687
44,54,2,2,2,2,0.206053307
44,55,2,2,2,2,0.282078522
44,56,2,3,2,2,0.246946934
44,57,2,3,2,2,0.123574066
44,58,2,3,2,2,0.263986106
44,59,2,3,2,2,0.193976847
44,60,2,3,2,2,0.073018856
44,61,2,3,2,2,0.18235992
44,62,2,3,2,2,0.121129318
44,63,2,3,2,2,0.140775174
44,64,2,3,2,2,0.260848654
44,65,2,3,2,2,0.200357304
44,66,2,3,2,2,0.212559832
45,46,2,2,2,2,0.754369793
45,47,2,2,2,2,0.590543605
45,48,2,2,2,2,0.911942434
45,49,2,2,2,2,0.759375409
45,50,2,2,2,2,0.505524402
45,51,2,2,2,2,0.212172079
45,52,2,2,2,2,0.634272925
45,53,2,2,2,2,0.366547928
45,54,2,2,2,2,0.703433991
45,55,2,2,2,2,0.655068101
45,56,2,3,2,2,0.510607768
45,57,2,3,2,2,0.347188488
45,58,2,3,2,2,0.534289326
45,59,2,3,2,2,0.247557793
45,60,2,3,2,2,0.635630921
45,61,2,3,2,2,0.30885184
45,62,2,3,2,2,0.656036619
45,63,2,3,2,2,0.429878212
45,64,2,3,2,2,0.5621342
45,65,2,3,2,2,0.200500261
45,66,2,3,2,2,0.219431916
46,47,2,2,2,2,0.579734733
46,48,2,2,2,2,0.717491036
46,49,2,2,2,2,0.682172518
46,50,2,2,2,2,0.746329918
46,51,2,2,2,2,0.335886566
46,52,2,2,2,2,0.75409371
46,53,2,2,2,2,0.687131608
46,54,2,2,2,2,0.69162972
46,55,2,2,2,2,0.726364713
46,56,2,3,2,2,0.468264983
46,57,2,3,2,2,0.244066895
46,58,2,3,2,2,0.398578774
46,59,2,3,2,2,0.228681447
46,60,2,3,2,2,0.4324467
46,61,2,3,2,2,0.43230084
46,62,2,3,2,2,0.475786291
46,63,2,3,2,2,0.433420217
46,64,2,3,2,2,0.451360719
46,65,2,3,2,2,0.256561972
46,66,2,3,2,2,0.359318042
47,48,2,2,2,2,0.663442749
47,49,2,2,2,2,0.367762849
47,50,2,2,2,2,0.560019653
47,51,2,2,2,2,0.224248751
47,52,2,2,2,2,0.417328245
47,53,2,2,2,2,0.532000675
47,54,2,2,2,2,0.849865833
47,55,2,2,2,2,0.488369175
47,56,2,3,2,2,0.232937263
47,57,2,3,2,2,0.670757491
47,58,2,3,2,2,0.200020987
47,59,2,3,2,2,-0.005271188
47,60,2,3,2,2,0.15373663
47,61,2,3,2,2,0.059054262
47,62,2,3,2,2,0.411755441
47,63,2,3,2,2,0.42610839
47,64,2,3,2,2,0.642662241
47,65,2,3,2,2,0.07231709
47,66,2,3,2,2,0.097845497
48,49,2,2,2,2,0.675830764
48,50,2,2,2,2,0.5510492
48,51,2,2,2,2,0.356699212
48,52,2,2,2,2,0.657934324
48,53,2,2,2,2,0.344660566
48,54,2,2,2,2,0.712868381
48,55,2,2,2,2,0.676367834
48,56,2,3,2,2,0.473044613
48,57,2,3,2,2,0.438995166
48,58,2,3,2,2,0.475873906
48,59,2,3,2,2,0.166976769
48,60,2,3,2,2,0.505835623
48,61,2,3,2,2,0.281477069
48,62,2,3,2,2,0.649427667
48,63,2,3,2,2,0.45479703
48,64,2,3,2,2,0.624744092
48,65,2,3,2,2,0.29567014
48,66,2,3,2,2,0.336508468
49,50,2,2,2,2,0.554013206
49,51,2,2,2,2,0.316950994
49,52,2,2,2,2,0.825070988
49,53,2,2,2,2,0.482617382
49,54,2,2,2,2,0.687133675
49,55,2,2,2,2,0.786759048
49,56,2,3,2,2,0.525980722
49,57,2,3,2,2,0.045848719
49,58,2,3,2,2,0.577756492
49,59,2,3,2,2,0.260750794
49,60,2,3,2,2,0.668733281
49,61,2,3,2,2,0.456599842
49,62,2,3,2,2,0.658414579
49,63,2,3,2,2,0.28229275
49,64,2,3,2,2,0.372974712
49,65,2,3,2,2,0.402321552
49,66,2,3,2,2,0.382266693
50,51,2,2,2,2,0.638864613
50,52,2,2,2,2,0.759063275
50,53,2,2,2,2,0.76945828
50,54,2,2,2,2,0.676229753
50,55,2,2,2,2,0.80438941
50,56,2,3,2,2,0.343109507
50,57,2,3,2,2,0.238911112
50,58,2,3,2,2,0.301034286
50,59,2,3,2,2,0.252796814
50,60,2,3,2,2,0.160886627
50,61,2,3,2,2,0.332879009
50,62,2,3,2,2,0.374333454
50,63,2,3,2,2,0.31642534
50,64,2,3,2,2,0.394140283
50,65,2,3,2,2,0.432008104
50,66,2,3,2,2,0.328945673
51,52,2,2,2,2,0.651823575
51,53,2,2,2,2,0.465896164
51,54,2,2,2,2,0.347590741
51,55,2,2,2,2,0.646136839
51,56,2,3,2,2,0.192187276
51,57,2,3,2,2,0.050168904
51,58,2,3,2,2,0.356633041
51,59,2,3,2,2,0.274593455
51,60,2,3,2,2,0.189152096
51,61,2,3,2,2,0.288823286
51,62,2,3,2,2,0.328487548
51,63,2,3,2,2,0.384567596
51,64,2,3,2,2,0.36189919
51,65,2,3,2,2,0.274598166
51,66,2,3,2,2,0.227717634
52,53,2,2,2,2,0.573825861
52,54,2,2,2,2,0.693788333
52,55,2,2,2,2,0.883963479
52,56,2,3,2,2,0.525057931
52,57,2,3,2,2,0.16942478
52,58,2,3,2,2,0.533013508
52,59,2,3,2,2,0.306949726
52,60,2,3,2,2,0.589340184
52,61,2,3,2,2,0.555556448
52,62,2,3,2,2,0.662470862
52,63,2,3,2,2,0.409035447
52,64,2,3,2,2,0.466513369
52,65,2,3,2,2,0.4829423
52,66,2,3,2,2,0.439893962
53,54,2,2,2,2,0.682027163
53,55,2,2,2,2,0.719470348
53,56,2,3,2,2,0.294307969
53,57,2,3,2,2,0.134907685
53,58,2,3,2,2,0.33697821
53,59,2,3,2,2,0.349447649
53,60,2,3,2,2,0.195026046
53,61,2,3,2,2,0.298563973
53,62,2,3,2,2,0.263574265
53,63,2,3,2,2,0.372284852
53,64,2,3,2,2,0.325574577
53,65,2,3,2,2,0.156581758
53,66,2,3,2,2,0.172900291
54,55,2,2,2,2,0.73104613
54,56,2,3,2,2,0.384728374
54,57,2,3,2,2,0.536435437
54,58,2,3,2,2,0.384760154
54,59,2,3,2,2,0.167345105
54,60,2,3,2,2,0.397892275
54,61,2,3,2,2,0.240264206
54,62,2,3,2,2,0.597509672
54,63,2,3,2,2,0.445584235
54,64,2,3,2,2,0.617052279
54,65,2,3,2,2,0.203093932
54,66,2,3,2,2,0.154601281
55,56,2,3,2,2,0.532391774
55,57,2,3,2,2,0.173648097
55,58,2,3,2,2,0.612998552
55,59,2,3,2,2,0.368823308
55,60,2,3,2,2,0.515320184
55,61,2,3,2,2,0.474171129
55,62,2,3,2,2,0.639494117
55,63,2,3,2,2,0.37389386
55,64,2,3,2,2,0.476272538
55,65,2,3,2,2,0.472796729
55,66,2,3,2,2,0.37954836
56,57,3,3,2,2,0.540928042
56,58,3,3,2,2,0.861193852
56,59,3,3,2,2,0.677395442
56,60,3,3,2,2,0.795704929
56,61,3,3,2,2,0.90920678
56,62,3,3,2,2,0.855362841
56,63,3,3,2,2,0.718851193
56,64,3,3,2,2,0.75205452
56,65,3,3,2,2,0.592163295
56,66,3,3,2,2,0.630533506
57,58,3,3,2,2,0.349583376
57,59,3,3,2,2,0.207784455
57,60,3,3,2,2,0.280517716
57,61,3,3,2,2,0.360836811
57,62,3,3,2,2,0.57638499
57,63,3,3,2,2,0.634878032
57,64,3,3,2,2,0.797700195
57,65,3,3,2,2,0.304281383
57,66,3,3,2,2,0.278853001
58,59,3,3,2,2,0.784723858
58,60,3,3,2,2,0.825122437
58,61,3,3,2,2,0.821730693
58,62,3,3,2,2,0.812802414
58,63,3,3,2,2,0.715080715
58,64,3,3,2,2,0.735183286
58,65,3,3,2,2,0.363163059
58,66,3,3,2,2,0.379362313
59,60,3,3,2,2,0.588681305
59,61,3,3,2,2,0.682773181
59,62,3,3,2,2,0.487817104
59,63,3,3,2,2,0.641750783
59,64,3,3,2,2,0.580306825
59,65,3,3,2,2,0.064760982
59,66,3,3,2,2,0.020553173
60,61,3,3,2,2,0.721855415
60,62,3,3,2,2,0.836512976
60,63,3,3,2,2,0.594235129
60,64,3,3,2,2,0.612605143
60,65,3,3,2,2,0.309145934
60,66,3,3,2,2,0.381103208
61,62,3,3,2,2,0.718374739
61,63,3,3,2,2,0.700196294
61,64,3,3,2,2,0.637415574
61,65,3,3,2,2,0.577875286
61,66,3,3,2,2,0.635329409
62,63,3,3,2,2,0.666179014
62,64,3,3,2,2,0.798552158
62,65,3,3,2,2,0.505074812
62,66,3,3,2,2,0.541972418
63,64,3,3,2,2,0.851123447
63,65,3,3,2,2,0.152104654
63,66,3,3,2,2,0.324177459
64,65,3,3,2,2,0.269271216
64,66,3,3,2,2,0.312344894
65,66,3,3,2,2,0.818468897
