,M-File,F-File,M-Part,F-Part,Cosine
441,M01_P2.rtf,F11_P16.rtf,2,,0.038338158
442,M02_P7.rtf,F11_P16.rtf,7,,0.12513612
443,M03_P12.rtf,F11_P16.rtf,12,,0.083506444
444,M04_P15.rtf,F11_P16.rtf,15,,-0.038839635
445,M05_P21.rtf,F11_P16.rtf,21,,0.115638939
446,M06_P24.rtf,F11_P16.rtf,24,,0.034608672
447,M07_P25.rtf,F11_P16.rtf,25,,0.035509351
448,M08_P30.rtf,F11_P16.rtf,30,,-0.030192115
449,M09_P33.rtf,F11_P16.rtf,33,,0.015265579
450,M10_P34.rtf,F11_P16.rtf,34,,0.288809287
451,M11_P35.rtf,F11_P16.rtf,35,,0.196906505
452,M12_P37.rtf,F11_P16.rtf,37,,0.116500387
453,M13_P38.rtf,F11_P16.rtf,38,,0.020134466
454,M14_P50.rtf,F11_P16.rtf,50,,0.016803107
455,M15_P58.rtf,F11_P16.rtf,58,,0.001235744
456,M16_P66.rtf,F11_P16.rtf,66,,0.056988845
457,M17_P73.rtf,F11_P16.rtf,73,,0.207688534
458,M18_P74.rtf,F11_P16.rtf,74,,0.21064623
459,M19_P76.rtf,F11_P16.rtf,76,,0.052312625
460,M20_P77.rtf,F11_P16.rtf,77,,0.175982148
461,M21_P78.rtf,F11_P16.rtf,78,,0.21500604
462,M22_P79.rtf,F11_P16.rtf,79,,0.157293556
463,M23_P80.rtf,F11_P16.rtf,80,,0.348080658
464,M24_P81.rtf,F11_P16.rtf,81,,0.515655093
465,M25_P82.rtf,F11_P16.rtf,82,,0.26052908
466,M26_P83.rtf,F11_P16.rtf,83,,0.255214237
467,M27_P84.rtf,F11_P16.rtf,84,,0.411862798
468,M28_P86.rtf,F11_P16.rtf,86,,0.482411587
469,M29_P87.rtf,F11_P16.rtf,87,,0.185744806
470,M30_P88.rtf,F11_P16.rtf,88,,0.080615194
471,M31_P89.rtf,F11_P16.rtf,89,,0.172365962
472,M32_P90.rtf,F11_P16.rtf,90,,0.256365113
473,M33_P91.rtf,F11_P16.rtf,91,,0.230024807
474,M34_P92.rtf,F11_P16.rtf,92,,0.148400198
475,M35_P93.rtf,F11_P16.rtf,93,,0.113032416
476,M36_P94.rtf,F11_P16.rtf,94,,-0.021935831
477,M37_P96.rtf,F11_P16.rtf,96,,-0.094202956
478,M38_P97.rtf,F11_P16.rtf,97,,0.070385831
479,M39_P98.rtf,F11_P16.rtf,98,,0.007858083
480,M40_P99.rtf,F11_P16.rtf,99,,0.213812588
481,M41_P101.rtf,F11_P16.rtf,101,,-0.011213406
482,M42_P103.rtf,F11_P16.rtf,103,,0.133914271
483,M43_P104.rtf,F11_P16.rtf,104,,0.05824057
484,M44_P105.rtf,F11_P16.rtf,105,,0.178141616
485,M01_P2.rtf,F12_P17.rtf,2,,0.18040002
486,M02_P7.rtf,F12_P17.rtf,7,,0.108799786
487,M03_P12.rtf,F12_P17.rtf,12,,0.199059332
488,M04_P15.rtf,F12_P17.rtf,15,,0.049914101
489,M05_P21.rtf,F12_P17.rtf,21,,0.025094598
490,M06_P24.rtf,F12_P17.rtf,24,,0.068400485
491,M07_P25.rtf,F12_P17.rtf,25,,0.007066935
492,M08_P30.rtf,F12_P17.rtf,30,,0.186774874
493,M09_P33.rtf,F12_P17.rtf,33,,0.393354452
494,M10_P34.rtf,F12_P17.rtf,34,,-0.065545521
495,M11_P35.rtf,F12_P17.rtf,35,,-0.011695092
496,M12_P37.rtf,F12_P17.rtf,37,,-0.007832009
497,M13_P38.rtf,F12_P17.rtf,38,,0.139094491
498,M14_P50.rtf,F12_P17.rtf,50,,0.05067926
499,M15_P58.rtf,F12_P17.rtf,58,,0.040573169
500,M16_P66.rtf,F12_P17.rtf,66,,0.078648454
501,M17_P73.rtf,F12_P17.rtf,73,,0.076215137
502,M18_P74.rtf,F12_P17.rtf,74,,0.16434276
503,M19_P76.rtf,F12_P17.rtf,76,,0.052828004
504,M20_P77.rtf,F12_P17.rtf,77,,-0.008573479
505,M21_P78.rtf,F12_P17.rtf,78,,0.111242151
506,M22_P79.rtf,F12_P17.rtf,79,,0.093994137
507,M23_P80.rtf,F12_P17.rtf,80,,0.329694042
508,M24_P81.rtf,F12_P17.rtf,81,,0.067067829
509,M25_P82.rtf,F12_P17.rtf,82,,0.15900539
510,M26_P83.rtf,F12_P17.rtf,83,,0.434281167
511,M27_P84.rtf,F12_P17.rtf,84,,0.024759105
512,M28_P86.rtf,F12_P17.rtf,86,,0.017612419
513,M29_P87.rtf,F12_P17.rtf,87,,0.057232242
514,M30_P88.rtf,F12_P17.rtf,88,,0.160676961
515,M31_P89.rtf,F12_P17.rtf,89,,0.353396379
516,M32_P90.rtf,F12_P17.rtf,90,,0.222849656
517,M33_P91.rtf,F12_P17.rtf,91,,0.058907079
518,M34_P92.rtf,F12_P17.rtf,92,,0.228385182
519,M35_P93.rtf,F12_P17.rtf,93,,0.068585279
520,M36_P94.rtf,F12_P17.rtf,94,,0.062275345
521,M37_P96.rtf,F12_P17.rtf,96,,0.063334559
522,M38_P97.rtf,F12_P17.rtf,97,,0.11373025
523,M39_P98.rtf,F12_P17.rtf,98,,0.04897104
524,M40_P99.rtf,F12_P17.rtf,99,,0.163875755
525,M41_P101.rtf,F12_P17.rtf,101,,-0.228342202
526,M42_P103.rtf,F12_P17.rtf,103,,0.287634464
527,M43_P104.rtf,F12_P17.rtf,104,,0.1474137
528,M44_P105.rtf,F12_P17.rtf,105,,0.080501916
529,M01_P2.rtf,F13_P18.rtf,2,,0.033116949
530,M02_P7.rtf,F13_P18.rtf,7,,0.17472997
531,M03_P12.rtf,F13_P18.rtf,12,,0.736569657
532,M04_P15.rtf,F13_P18.rtf,15,,0.212780417
533,M05_P21.rtf,F13_P18.rtf,21,,0.127523696
534,M06_P24.rtf,F13_P18.rtf,24,,0.245632393
535,M07_P25.rtf,F13_P18.rtf,25,,0.422055563
536,M08_P30.rtf,F13_P18.rtf,30,,0.115226224
537,M09_P33.rtf,F13_P18.rtf,33,,0.119444491
538,M10_P34.rtf,F13_P18.rtf,34,,0.12407196
539,M11_P35.rtf,F13_P18.rtf,35,,0.39664478
540,M12_P37.rtf,F13_P18.rtf,37,,0.441382861
541,M13_P38.rtf,F13_P18.rtf,38,,0.190978146
542,M14_P50.rtf,F13_P18.rtf,50,,0.294813121
543,M15_P58.rtf,F13_P18.rtf,58,,0.06400682
544,M16_P66.rtf,F13_P18.rtf,66,,0.528126292
545,M17_P73.rtf,F13_P18.rtf,73,,0.213656673
546,M18_P74.rtf,F13_P18.rtf,74,,0.079978309
547,M19_P76.rtf,F13_P18.rtf,76,,0.102159595
548,M20_P77.rtf,F13_P18.rtf,77,,0.048079231
549,M21_P78.rtf,F13_P18.rtf,78,,0.074839584
550,M22_P79.rtf,F13_P18.rtf,79,,0.023185157
551,M23_P80.rtf,F13_P18.rtf,80,,0.159411572
552,M24_P81.rtf,F13_P18.rtf,81,,0.04293449
553,M25_P82.rtf,F13_P18.rtf,82,,0.292031667
554,M26_P83.rtf,F13_P18.rtf,83,,0.338049874
555,M27_P84.rtf,F13_P18.rtf,84,,0.50876451
556,M28_P86.rtf,F13_P18.rtf,86,,0.209623941
557,M29_P87.rtf,F13_P18.rtf,87,,0.356009895
558,M30_P88.rtf,F13_P18.rtf,88,,0.224568223
559,M31_P89.rtf,F13_P18.rtf,89,,0.629757878
560,M32_P90.rtf,F13_P18.rtf,90,,0.308298021
561,M33_P91.rtf,F13_P18.rtf,91,,0.178498953
562,M34_P92.rtf,F13_P18.rtf,92,,0.238911805
563,M35_P93.rtf,F13_P18.rtf,93,,0.079645656
564,M36_P94.rtf,F13_P18.rtf,94,,0.15107275
565,M37_P96.rtf,F13_P18.rtf,96,,0.180747931
566,M38_P97.rtf,F13_P18.rtf,97,,0.5378822
567,M39_P98.rtf,F13_P18.rtf,98,,0.131529959
568,M40_P99.rtf,F13_P18.rtf,99,,0.347732909
569,M41_P101.rtf,F13_P18.rtf,101,,0.272786656
570,M42_P103.rtf,F13_P18.rtf,103,,0.018725075
571,M43_P104.rtf,F13_P18.rtf,104,,0.306093365
572,M44_P105.rtf,F13_P18.rtf,105,,0.23357924
573,M01_P2.rtf,F14_P19.rtf,2,,-0.007059227
574,M02_P7.rtf,F14_P19.rtf,7,,0.074903154
575,M03_P12.rtf,F14_P19.rtf,12,,0.300295093
576,M04_P15.rtf,F14_P19.rtf,15,,-0.007435725
577,M05_P21.rtf,F14_P19.rtf,21,,0.233078812
578,M06_P24.rtf,F14_P19.rtf,24,,0.036874881
579,M07_P25.rtf,F14_P19.rtf,25,,0.492822101
580,M08_P30.rtf,F14_P19.rtf,30,,0.041192639
581,M09_P33.rtf,F14_P19.rtf,33,,0.320242739
582,M10_P34.rtf,F14_P19.rtf,34,,0.228563927
583,M11_P35.rtf,F14_P19.rtf,35,,0.377036089
584,M12_P37.rtf,F14_P19.rtf,37,,0.130430231
585,M13_P38.rtf,F14_P19.rtf,38,,-0.009806933
586,M14_P50.rtf,F14_P19.rtf,50,,0.262301111
587,M15_P58.rtf,F14_P19.rtf,58,,-0.00866285
588,M16_P66.rtf,F14_P19.rtf,66,,0.206287604
589,M17_P73.rtf,F14_P19.rtf,73,,0.289467471
590,M18_P74.rtf,F14_P19.rtf,74,,-0.009774239
591,M19_P76.rtf,F14_P19.rtf,76,,0.014296548
592,M20_P77.rtf,F14_P19.rtf,77,,0.183007012
593,M21_P78.rtf,F14_P19.rtf,78,,0.256170654
594,M22_P79.rtf,F14_P19.rtf,79,,-0.01307173
595,M23_P80.rtf,F14_P19.rtf,80,,0.295462587
596,M24_P81.rtf,F14_P19.rtf,81,,0.194527675
597,M25_P82.rtf,F14_P19.rtf,82,,0.484179898
598,M26_P83.rtf,F14_P19.rtf,83,,0.285802511
599,M27_P84.rtf,F14_P19.rtf,84,,0.397631679
600,M28_P86.rtf,F14_P19.rtf,86,,0.390866402
601,M29_P87.rtf,F14_P19.rtf,87,,0.003203807
602,M30_P88.rtf,F14_P19.rtf,88,,0.159006054
603,M31_P89.rtf,F14_P19.rtf,89,,0.293844168
604,M32_P90.rtf,F14_P19.rtf,90,,0.086412887
605,M33_P91.rtf,F14_P19.rtf,91,,0.203295279
606,M34_P92.rtf,F14_P19.rtf,92,,0.078916231
607,M35_P93.rtf,F14_P19.rtf,93,,0.035254765
608,M36_P94.rtf,F14_P19.rtf,94,,0.188493996
609,M37_P96.rtf,F14_P19.rtf,96,,0.006335383
610,M38_P97.rtf,F14_P19.rtf,97,,0.217360357
611,M39_P98.rtf,F14_P19.rtf,98,,0.024727517
612,M40_P99.rtf,F14_P19.rtf,99,,0.431362536
613,M41_P101.rtf,F14_P19.rtf,101,,0.384094034
614,M42_P103.rtf,F14_P19.rtf,103,,0.130919457
615,M43_P104.rtf,F14_P19.rtf,104,,0.277949098
616,M44_P105.rtf,F14_P19.rtf,105,,0.059759223
617,M01_P2.rtf,F15_P20.rtf,2,,0.079966525
618,M02_P7.rtf,F15_P20.rtf,7,,-0.01170451
619,M03_P12.rtf,F15_P20.rtf,12,,0.537182852
620,M04_P15.rtf,F15_P20.rtf,15,,0.128489757
621,M05_P21.rtf,F15_P20.rtf,21,,0.16944046
622,M06_P24.rtf,F15_P20.rtf,24,,0.193327492
623,M07_P25.rtf,F15_P20.rtf,25,,0.419412706
624,M08_P30.rtf,F15_P20.rtf,30,,0.054759342
625,M09_P33.rtf,F15_P20.rtf,33,,0.272185635
626,M10_P34.rtf,F15_P20.rtf,34,,0.173388966
627,M11_P35.rtf,F15_P20.rtf,35,,0.526943739
628,M12_P37.rtf,F15_P20.rtf,37,,0.321041368
629,M13_P38.rtf,F15_P20.rtf,38,,0.096297778
630,M14_P50.rtf,F15_P20.rtf,50,,0.382157642
631,M15_P58.rtf,F15_P20.rtf,58,,-0.006416033
632,M16_P66.rtf,F15_P20.rtf,66,,0.407918344
633,M17_P73.rtf,F15_P20.rtf,73,,0.259103427
634,M18_P74.rtf,F15_P20.rtf,74,,0.116012239
635,M19_P76.rtf,F15_P20.rtf,76,,0.022976043
636,M20_P77.rtf,F15_P20.rtf,77,,0.222261452
637,M21_P78.rtf,F15_P20.rtf,78,,0.278323972
638,M22_P79.rtf,F15_P20.rtf,79,,0.069775104
639,M23_P80.rtf,F15_P20.rtf,80,,0.143344804
640,M24_P81.rtf,F15_P20.rtf,81,,0.045720632
641,M25_P82.rtf,F15_P20.rtf,82,,0.39002437
642,M26_P83.rtf,F15_P20.rtf,83,,0.31825802
643,M27_P84.rtf,F15_P20.rtf,84,,0.594935763
644,M28_P86.rtf,F15_P20.rtf,86,,0.23471313
645,M29_P87.rtf,F15_P20.rtf,87,,0.341759104
646,M30_P88.rtf,F15_P20.rtf,88,,0.190093341
647,M31_P89.rtf,F15_P20.rtf,89,,0.383414022
648,M32_P90.rtf,F15_P20.rtf,90,,0.083398425
649,M33_P91.rtf,F15_P20.rtf,91,,0.076338704
650,M34_P92.rtf,F15_P20.rtf,92,,0.270284607
651,M35_P93.rtf,F15_P20.rtf,93,,0.105936026
652,M36_P94.rtf,F15_P20.rtf,94,,0.157701445
653,M37_P96.rtf,F15_P20.rtf,96,,0.204508869
654,M38_P97.rtf,F15_P20.rtf,97,,0.338766338
655,M39_P98.rtf,F15_P20.rtf,98,,0.216622526
656,M40_P99.rtf,F15_P20.rtf,99,,0.304935563
657,M41_P101.rtf,F15_P20.rtf,101,,0.400391142
658,M42_P103.rtf,F15_P20.rtf,103,,0.13546442
659,M43_P104.rtf,F15_P20.rtf,104,,0.328746302
660,M44_P105.rtf,F15_P20.rtf,105,,0.153866799
661,M01_P2.rtf,F16_P22.rtf,2,,0.041083722
662,M02_P7.rtf,F16_P22.rtf,7,,0.058686785
663,M03_P12.rtf,F16_P22.rtf,12,,0.001219966
664,M04_P15.rtf,F16_P22.rtf,15,,0.031149005
665,M05_P21.rtf,F16_P22.rtf,21,,0.029827785
666,M06_P24.rtf,F16_P22.rtf,24,,0.067830209
667,M07_P25.rtf,F16_P22.rtf,25,,-0.022575721
668,M08_P30.rtf,F16_P22.rtf,30,,0.107723887
669,M09_P33.rtf,F16_P22.rtf,33,,0.051211958
670,M10_P34.rtf,F16_P22.rtf,34,,0.0321084
671,M11_P35.rtf,F16_P22.rtf,35,,0.156844315
672,M12_P37.rtf,F16_P22.rtf,37,,-0.174344004
673,M13_P38.rtf,F16_P22.rtf,38,,0.02703686
674,M14_P50.rtf,F16_P22.rtf,50,,0.346271042
675,M15_P58.rtf,F16_P22.rtf,58,,0.050307593
676,M16_P66.rtf,F16_P22.rtf,66,,0.264463482
677,M17_P73.rtf,F16_P22.rtf,73,,0.05970729
678,M18_P74.rtf,F16_P22.rtf,74,,0.164179737
679,M19_P76.rtf,F16_P22.rtf,76,,0.036226844
680,M20_P77.rtf,F16_P22.rtf,77,,0.053328897
681,M21_P78.rtf,F16_P22.rtf,78,,-0.029266665
682,M22_P79.rtf,F16_P22.rtf,79,,0.05410802
683,M23_P80.rtf,F16_P22.rtf,80,,0.084125301
684,M24_P81.rtf,F16_P22.rtf,81,,0.04855993
685,M25_P82.rtf,F16_P22.rtf,82,,-0.171796906
686,M26_P83.rtf,F16_P22.rtf,83,,0.153796063
687,M27_P84.rtf,F16_P22.rtf,84,,0.076905973
688,M28_P86.rtf,F16_P22.rtf,86,,0.026657442
689,M29_P87.rtf,F16_P22.rtf,87,,0.022481934
690,M30_P88.rtf,F16_P22.rtf,88,,-0.0520851
691,M31_P89.rtf,F16_P22.rtf,89,,0.088255828
692,M32_P90.rtf,F16_P22.rtf,90,,-0.054323235
693,M33_P91.rtf,F16_P22.rtf,91,,0.101065515
694,M34_P92.rtf,F16_P22.rtf,92,,0.412834438
695,M35_P93.rtf,F16_P22.rtf,93,,0.014844662
696,M36_P94.rtf,F16_P22.rtf,94,,0.088306764
697,M37_P96.rtf,F16_P22.rtf,96,,-0.004449718
698,M38_P97.rtf,F16_P22.rtf,97,,0.254612669
699,M39_P98.rtf,F16_P22.rtf,98,,0.207123942
700,M40_P99.rtf,F16_P22.rtf,99,,-0.036925328
701,M41_P101.rtf,F16_P22.rtf,101,,0.209816813
702,M42_P103.rtf,F16_P22.rtf,103,,-0.020797328
703,M43_P104.rtf,F16_P22.rtf,104,,0.135694593
704,M44_P105.rtf,F16_P22.rtf,105,,0.026150725
705,M01_P2.rtf,F17_P23.rtf,2,,0.052709936
706,M02_P7.rtf,F17_P23.rtf,7,,0.015942763
707,M03_P12.rtf,F17_P23.rtf,12,,0.144555618
708,M04_P15.rtf,F17_P23.rtf,15,,-0.013493622
709,M05_P21.rtf,F17_P23.rtf,21,,0.04187971
710,M06_P24.rtf,F17_P23.rtf,24,,0.147391577
711,M07_P25.rtf,F17_P23.rtf,25,,0.100019951
712,M08_P30.rtf,F17_P23.rtf,30,,0.162869306
713,M09_P33.rtf,F17_P23.rtf,33,,-0.031972317
714,M10_P34.rtf,F17_P23.rtf,34,,0.077952488
715,M11_P35.rtf,F17_P23.rtf,35,,0.014629112
716,M12_P37.rtf,F17_P23.rtf,37,,0.049110846
717,M13_P38.rtf,F17_P23.rtf,38,,0.083162934
718,M14_P50.rtf,F17_P23.rtf,50,,0.095476173
719,M15_P58.rtf,F17_P23.rtf,58,,0.055256987
720,M16_P66.rtf,F17_P23.rtf,66,,0.027470802
721,M17_P73.rtf,F17_P23.rtf,73,,0.113198715
722,M18_P74.rtf,F17_P23.rtf,74,,0.055056924
723,M19_P76.rtf,F17_P23.rtf,76,,0.049889582
724,M20_P77.rtf,F17_P23.rtf,77,,0.005565579
725,M21_P78.rtf,F17_P23.rtf,78,,0.115024979
726,M22_P79.rtf,F17_P23.rtf,79,,0.054786534
727,M23_P80.rtf,F17_P23.rtf,80,,0.043569866
728,M24_P81.rtf,F17_P23.rtf,81,,0.047883831
729,M25_P82.rtf,F17_P23.rtf,82,,0.194123818
730,M26_P83.rtf,F17_P23.rtf,83,,0.273099554
731,M27_P84.rtf,F17_P23.rtf,84,,0.437110156
732,M28_P86.rtf,F17_P23.rtf,86,,0.084112349
733,M29_P87.rtf,F17_P23.rtf,87,,0.016624387
734,M30_P88.rtf,F17_P23.rtf,88,,-0.020780484
735,M31_P89.rtf,F17_P23.rtf,89,,0.215571425
736,M32_P90.rtf,F17_P23.rtf,90,,0.07596102
737,M33_P91.rtf,F17_P23.rtf,91,,8.60E-05
738,M34_P92.rtf,F17_P23.rtf,92,,0.079223071
739,M35_P93.rtf,F17_P23.rtf,93,,0.035662195
740,M36_P94.rtf,F17_P23.rtf,94,,0.06415229
741,M37_P96.rtf,F17_P23.rtf,96,,0.037835463
742,M38_P97.rtf,F17_P23.rtf,97,,0.12870032
743,M39_P98.rtf,F17_P23.rtf,98,,0.063967963
744,M40_P99.rtf,F17_P23.rtf,99,,0.100794688
745,M41_P101.rtf,F17_P23.rtf,101,,0.138886682
746,M42_P103.rtf,F17_P23.rtf,103,,0.070691037
747,M43_P104.rtf,F17_P23.rtf,104,,0.205372206
748,M44_P105.rtf,F17_P23.rtf,105,,0.079511078
749,M01_P2.rtf,F18_P27.rtf,2,,0.144453327
750,M02_P7.rtf,F18_P27.rtf,7,,0.062523365
751,M03_P12.rtf,F18_P27.rtf,12,,0.376426963
752,M04_P15.rtf,F18_P27.rtf,15,,0.141419194
753,M05_P21.rtf,F18_P27.rtf,21,,0.137080092
754,M06_P24.rtf,F18_P27.rtf,24,,0.856346851
755,M07_P25.rtf,F18_P27.rtf,25,,0.09992879
756,M08_P30.rtf,F18_P27.rtf,30,,0.11641325
757,M09_P33.rtf,F18_P27.rtf,33,,0.128526092
758,M10_P34.rtf,F18_P27.rtf,34,,0.189301987
759,M11_P35.rtf,F18_P27.rtf,35,,0.119871255
760,M12_P37.rtf,F18_P27.rtf,37,,0.081047578
761,M13_P38.rtf,F18_P27.rtf,38,,0.057650088
762,M14_P50.rtf,F18_P27.rtf,50,,0.194672292
763,M15_P58.rtf,F18_P27.rtf,58,,0.05930926
764,M16_P66.rtf,F18_P27.rtf,66,,0.269741424
765,M17_P73.rtf,F18_P27.rtf,73,,0.223294724
766,M18_P74.rtf,F18_P27.rtf,74,,0.245434892
767,M19_P76.rtf,F18_P27.rtf,76,,0.168011667
768,M20_P77.rtf,F18_P27.rtf,77,,0.150585533
769,M21_P78.rtf,F18_P27.rtf,78,,0.036837929
770,M22_P79.rtf,F18_P27.rtf,79,,0.057254166
771,M23_P80.rtf,F18_P27.rtf,80,,0.359298203
772,M24_P81.rtf,F18_P27.rtf,81,,0.112409768
773,M25_P82.rtf,F18_P27.rtf,82,,0.250098789
774,M26_P83.rtf,F18_P27.rtf,83,,0.459141706
775,M27_P84.rtf,F18_P27.rtf,84,,0.152258531
776,M28_P86.rtf,F18_P27.rtf,86,,0.075937244
777,M29_P87.rtf,F18_P27.rtf,87,,0.003460994
778,M30_P88.rtf,F18_P27.rtf,88,,0.325697513
779,M31_P89.rtf,F18_P27.rtf,89,,0.350194637
780,M32_P90.rtf,F18_P27.rtf,90,,0.310608373
781,M33_P91.rtf,F18_P27.rtf,91,,0.072763314
782,M34_P92.rtf,F18_P27.rtf,92,,0.240099
783,M35_P93.rtf,F18_P27.rtf,93,,0.128919952
784,M36_P94.rtf,F18_P27.rtf,94,,0.077829725
785,M37_P96.rtf,F18_P27.rtf,96,,0.003755094
786,M38_P97.rtf,F18_P27.rtf,97,,0.131019568
787,M39_P98.rtf,F18_P27.rtf,98,,0.029953125
788,M40_P99.rtf,F18_P27.rtf,99,,0.442225098
789,M41_P101.rtf,F18_P27.rtf,101,,0.065151661
790,M42_P103.rtf,F18_P27.rtf,103,,0.133705807
791,M43_P104.rtf,F18_P27.rtf,104,,0.05349323
792,M44_P105.rtf,F18_P27.rtf,105,,0.107041179
793,M01_P2.rtf,F19_P29.rtf,2,,0.069944227
794,M02_P7.rtf,F19_P29.rtf,7,,0.036874847
795,M03_P12.rtf,F19_P29.rtf,12,,0.106535002
796,M04_P15.rtf,F19_P29.rtf,15,,0.02598573
797,M05_P21.rtf,F19_P29.rtf,21,,0.090974897
798,M06_P24.rtf,F19_P29.rtf,24,,0.059912355
799,M07_P25.rtf,F19_P29.rtf,25,,0.03283254
800,M08_P30.rtf,F19_P29.rtf,30,,0.083168225
801,M09_P33.rtf,F19_P29.rtf,33,,0.029637636
802,M10_P34.rtf,F19_P29.rtf,34,,0.141836816
803,M11_P35.rtf,F19_P29.rtf,35,,0.230523926
804,M12_P37.rtf,F19_P29.rtf,37,,0.079611239
805,M13_P38.rtf,F19_P29.rtf,38,,0.062252611
806,M14_P50.rtf,F19_P29.rtf,50,,-0.029958219
807,M15_P58.rtf,F19_P29.rtf,58,,0.109246119
808,M16_P66.rtf,F19_P29.rtf,66,,0.09903727
809,M17_P73.rtf,F19_P29.rtf,73,,0.121064074
810,M18_P74.rtf,F19_P29.rtf,74,,0.026618123
811,M19_P76.rtf,F19_P29.rtf,76,,0.057428072
812,M20_P77.rtf,F19_P29.rtf,77,,0.048625282
813,M21_P78.rtf,F19_P29.rtf,78,,0.121940712
814,M22_P79.rtf,F19_P29.rtf,79,,0.022135286
815,M23_P80.rtf,F19_P29.rtf,80,,0.020053983
816,M24_P81.rtf,F19_P29.rtf,81,,0.05597129
817,M25_P82.rtf,F19_P29.rtf,82,,0.085808022
818,M26_P83.rtf,F19_P29.rtf,83,,0.272789589
819,M27_P84.rtf,F19_P29.rtf,84,,0.300355438
820,M28_P86.rtf,F19_P29.rtf,86,,0.044888778
821,M29_P87.rtf,F19_P29.rtf,87,,0.058152013
822,M30_P88.rtf,F19_P29.rtf,88,,0.063218979
823,M31_P89.rtf,F19_P29.rtf,89,,0.32270372
824,M32_P90.rtf,F19_P29.rtf,90,,0.063469574
825,M33_P91.rtf,F19_P29.rtf,91,,0.129615815
826,M34_P92.rtf,F19_P29.rtf,92,,0.109950877
827,M35_P93.rtf,F19_P29.rtf,93,,0.062633461
828,M36_P94.rtf,F19_P29.rtf,94,,0.024862463
829,M37_P96.rtf,F19_P29.rtf,96,,0.161325097
830,M38_P97.rtf,F19_P29.rtf,97,,0.102266444
831,M39_P98.rtf,F19_P29.rtf,98,,0.072990099
832,M40_P99.rtf,F19_P29.rtf,99,,0.061426613
833,M41_P101.rtf,F19_P29.rtf,101,,0.178855643
834,M42_P103.rtf,F19_P29.rtf,103,,0.077202169
835,M43_P104.rtf,F19_P29.rtf,104,,0.143454182
836,M44_P105.rtf,F19_P29.rtf,105,,0.036066261
837,M01_P2.rtf,F20_P31.rtf,2,,0.034361784
838,M02_P7.rtf,F20_P31.rtf,7,,0.047227809
839,M03_P12.rtf,F20_P31.rtf,12,,0.096342174
840,M04_P15.rtf,F20_P31.rtf,15,,0.03073152
841,M05_P21.rtf,F20_P31.rtf,21,,0.027511628
842,M06_P24.rtf,F20_P31.rtf,24,,0.040949955
843,M07_P25.rtf,F20_P31.rtf,25,,0.129496354
844,M08_P30.rtf,F20_P31.rtf,30,,-0.021201596
845,M09_P33.rtf,F20_P31.rtf,33,,0.225128536
846,M10_P34.rtf,F20_P31.rtf,34,,0.161113692
847,M11_P35.rtf,F20_P31.rtf,35,,0.148625358
848,M12_P37.rtf,F20_P31.rtf,37,,0.087594756
849,M13_P38.rtf,F20_P31.rtf,38,,0.08854106
850,M14_P50.rtf,F20_P31.rtf,50,,0.209135646
851,M15_P58.rtf,F20_P31.rtf,58,,0.024333054
852,M16_P66.rtf,F20_P31.rtf,66,,0.074065855
853,M17_P73.rtf,F20_P31.rtf,73,,0.065854482
854,M18_P74.rtf,F20_P31.rtf,74,,-0.077044988
855,M19_P76.rtf,F20_P31.rtf,76,,0.037746329
856,M20_P77.rtf,F20_P31.rtf,77,,0.038414697
857,M21_P78.rtf,F20_P31.rtf,78,,0.107077461
858,M22_P79.rtf,F20_P31.rtf,79,,0.078023013
859,M23_P80.rtf,F20_P31.rtf,80,,0.025324847
860,M24_P81.rtf,F20_P31.rtf,81,,0.055974132
861,M25_P82.rtf,F20_P31.rtf,82,,0.312352785
862,M26_P83.rtf,F20_P31.rtf,83,,0.338526236
863,M27_P84.rtf,F20_P31.rtf,84,,-0.044808443
864,M28_P86.rtf,F20_P31.rtf,86,,0.047639868
865,M29_P87.rtf,F20_P31.rtf,87,,0.151626064
866,M30_P88.rtf,F20_P31.rtf,88,,-0.016388941
867,M31_P89.rtf,F20_P31.rtf,89,,0.212170327
868,M32_P90.rtf,F20_P31.rtf,90,,0.082405394
869,M33_P91.rtf,F20_P31.rtf,91,,0.010352295
870,M34_P92.rtf,F20_P31.rtf,92,,0.160529212
871,M35_P93.rtf,F20_P31.rtf,93,,0.040077254
872,M36_P94.rtf,F20_P31.rtf,94,,0.011044368
873,M37_P96.rtf,F20_P31.rtf,96,,0.117371904
874,M38_P97.rtf,F20_P31.rtf,97,,0.093701707
875,M39_P98.rtf,F20_P31.rtf,98,,0.016193168
876,M40_P99.rtf,F20_P31.rtf,99,,-0.017169811
877,M41_P101.rtf,F20_P31.rtf,101,,0.098970422
878,M42_P103.rtf,F20_P31.rtf,103,,0.055379845
879,M43_P104.rtf,F20_P31.rtf,104,,0.018623604
880,M44_P105.rtf,F20_P31.rtf,105,,0.116653721
881,M01_P2.rtf,F21_P32.rtf,2,,0.16111965
882,M02_P7.rtf,F21_P32.rtf,7,,0.22241657
883,M03_P12.rtf,F21_P32.rtf,12,,0.524607832
884,M04_P15.rtf,F21_P32.rtf,15,,0.223457656
885,M05_P21.rtf,F21_P32.rtf,21,,0.066046268
886,M06_P24.rtf,F21_P32.rtf,24,,0.212052516
887,M07_P25.rtf,F21_P32.rtf,25,,0.251003897
888,M08_P30.rtf,F21_P32.rtf,30,,0.162998636
889,M09_P33.rtf,F21_P32.rtf,33,,0.144410584
