,M-File,F-File,M-Part,F-Part,Cosine
1764,M04_P15.rtf,F41_P65.rtf,15,,-0.06363231
1765,M05_P21.rtf,F41_P65.rtf,21,,0.071740028
1766,M06_P24.rtf,F41_P65.rtf,24,,-0.025882082
1767,M07_P25.rtf,F41_P65.rtf,25,,0.32044672
1768,M08_P30.rtf,F41_P65.rtf,30,,0.093963521
1769,M09_P33.rtf,F41_P65.rtf,33,,-0.053247578
1770,M10_P34.rtf,F41_P65.rtf,34,,0.011904394
1771,M11_P35.rtf,F41_P65.rtf,35,,0.272348291
1772,M12_P37.rtf,F41_P65.rtf,37,,0.091944747
1773,M13_P38.rtf,F41_P65.rtf,38,,0.156417633
1774,M14_P50.rtf,F41_P65.rtf,50,,0.20423288
1775,M15_P58.rtf,F41_P65.rtf,58,,0.059581613
1776,M16_P66.rtf,F41_P65.rtf,66,,0.221177683
1777,M17_P73.rtf,F41_P65.rtf,73,,0.236993924
1778,M18_P74.rtf,F41_P65.rtf,74,,0.010651903
1779,M19_P76.rtf,F41_P65.rtf,76,,0.063438683
1780,M20_P77.rtf,F41_P65.rtf,77,,0.006854399
1781,M21_P78.rtf,F41_P65.rtf,78,,0.061193634
1782,M22_P79.rtf,F41_P65.rtf,79,,-0.031073983
1783,M23_P80.rtf,F41_P65.rtf,80,,-0.09765452
1784,M24_P81.rtf,F41_P65.rtf,81,,0.251645479
1785,M25_P82.rtf,F41_P65.rtf,82,,0.175542176
1786,M26_P83.rtf,F41_P65.rtf,83,,0.145801665
1787,M27_P84.rtf,F41_P65.rtf,84,,0.362656188
1788,M28_P86.rtf,F41_P65.rtf,86,,0.099681526
1789,M29_P87.rtf,F41_P65.rtf,87,,0.115464817
1790,M30_P88.rtf,F41_P65.rtf,88,,0.40785606
1791,M31_P89.rtf,F41_P65.rtf,89,,0.328882651
1792,M32_P90.rtf,F41_P65.rtf,90,,0.206047881
1793,M33_P91.rtf,F41_P65.rtf,91,,0.114764045
1794,M34_P92.rtf,F41_P65.rtf,92,,0.142264645
1795,M35_P93.rtf,F41_P65.rtf,93,,0.039204629
1796,M36_P94.rtf,F41_P65.rtf,94,,0.025067031
1797,M37_P96.rtf,F41_P65.rtf,96,,0.091776937
1798,M38_P97.rtf,F41_P65.rtf,97,,0.225211266
1799,M39_P98.rtf,F41_P65.rtf,98,,0.003618087
1800,M40_P99.rtf,F41_P65.rtf,99,,0.362886251
1801,M41_P101.rtf,F41_P65.rtf,101,,0.005944777
1802,M42_P103.rtf,F41_P65.rtf,103,,0.121419239
1803,M43_P104.rtf,F41_P65.rtf,104,,0.145768178
1804,M44_P105.rtf,F41_P65.rtf,105,,0.217235833
1805,M01_P2.rtf,F42_P68.rtf,2,,0.03409876
1806,M02_P7.rtf,F42_P68.rtf,7,,0.027955612
1807,M03_P12.rtf,F42_P68.rtf,12,,0.195345996
1808,M04_P15.rtf,F42_P68.rtf,15,,0.042135741
1809,M05_P21.rtf,F42_P68.rtf,21,,0.049867151
1810,M06_P24.rtf,F42_P68.rtf,24,,0.151065267
1811,M07_P25.rtf,F42_P68.rtf,25,,0.102451396
1812,M08_P30.rtf,F42_P68.rtf,30,,0.037815381
1813,M09_P33.rtf,F42_P68.rtf,33,,0.075113094
1814,M10_P34.rtf,F42_P68.rtf,34,,0.011992418
1815,M11_P35.rtf,F42_P68.rtf,35,,0.074375232
1816,M12_P37.rtf,F42_P68.rtf,37,,0.134399475
1817,M13_P38.rtf,F42_P68.rtf,38,,0.081683103
1818,M14_P50.rtf,F42_P68.rtf,50,,0.078995925
1819,M15_P58.rtf,F42_P68.rtf,58,,0.02744859
1820,M16_P66.rtf,F42_P68.rtf,66,,0.078041091
1821,M17_P73.rtf,F42_P68.rtf,73,,0.050855341
1822,M18_P74.rtf,F42_P68.rtf,74,,0.086509092
1823,M19_P76.rtf,F42_P68.rtf,76,,0.036567049
1824,M20_P77.rtf,F42_P68.rtf,77,,0.026631811
1825,M21_P78.rtf,F42_P68.rtf,78,,0.044293037
1826,M22_P79.rtf,F42_P68.rtf,79,,0.061322944
1827,M23_P80.rtf,F42_P68.rtf,80,,0.022981028
1828,M24_P81.rtf,F42_P68.rtf,81,,0.013188316
1829,M25_P82.rtf,F42_P68.rtf,82,,0.051015114
1830,M26_P83.rtf,F42_P68.rtf,83,,0.101742833
1831,M27_P84.rtf,F42_P68.rtf,84,,0.113034362
1832,M28_P86.rtf,F42_P68.rtf,86,,0.02704557
1833,M29_P87.rtf,F42_P68.rtf,87,,0.026042294
1834,M30_P88.rtf,F42_P68.rtf,88,,0.129846718
1835,M31_P89.rtf,F42_P68.rtf,89,,0.166974252
1836,M32_P90.rtf,F42_P68.rtf,90,,0.013954155
1837,M33_P91.rtf,F42_P68.rtf,91,,0.069572545
1838,M34_P92.rtf,F42_P68.rtf,92,,0.054692692
1839,M35_P93.rtf,F42_P68.rtf,93,,0.042061631
1840,M36_P94.rtf,F42_P68.rtf,94,,0.054236025
1841,M37_P96.rtf,F42_P68.rtf,96,,0.122552784
1842,M38_P97.rtf,F42_P68.rtf,97,,0.07227695
1843,M39_P98.rtf,F42_P68.rtf,98,,0.051591422
1844,M40_P99.rtf,F42_P68.rtf,99,,0.124903999
1845,M41_P101.rtf,F42_P68.rtf,101,,0.052362458
1846,M42_P103.rtf,F42_P68.rtf,103,,0.046505377
1847,M43_P104.rtf,F42_P68.rtf,104,,0.088130044
1848,M44_P105.rtf,F42_P68.rtf,105,,0.087086818
1849,M01_P2.rtf,F43_P69.rtf,2,,0.080258363
1850,M02_P7.rtf,F43_P69.rtf,7,,0.212205994
1851,M03_P12.rtf,F43_P69.rtf,12,,0.434849462
1852,M04_P15.rtf,F43_P69.rtf,15,,0.078410109
1853,M05_P21.rtf,F43_P69.rtf,21,,0.294963355
1854,M06_P24.rtf,F43_P69.rtf,24,,0.447499961
1855,M07_P25.rtf,F43_P69.rtf,25,,0.19261228
1856,M08_P30.rtf,F43_P69.rtf,30,,0.438066756
1857,M09_P33.rtf,F43_P69.rtf,33,,0.396575725
1858,M10_P34.rtf,F43_P69.rtf,34,,0.171099793
1859,M11_P35.rtf,F43_P69.rtf,35,,0.282201492
1860,M12_P37.rtf,F43_P69.rtf,37,,0.138756951
1861,M13_P38.rtf,F43_P69.rtf,38,,0.089137629
1862,M14_P50.rtf,F43_P69.rtf,50,,0.364079849
1863,M15_P58.rtf,F43_P69.rtf,58,,0.048790139
1864,M16_P66.rtf,F43_P69.rtf,66,,0.329850776
1865,M17_P73.rtf,F43_P69.rtf,73,,0.442474445
1866,M18_P74.rtf,F43_P69.rtf,74,,0.369517119
1867,M19_P76.rtf,F43_P69.rtf,76,,0.092802257
1868,M20_P77.rtf,F43_P69.rtf,77,,0.109152453
1869,M21_P78.rtf,F43_P69.rtf,78,,0.290316519
1870,M22_P79.rtf,F43_P69.rtf,79,,0.11694663
1871,M23_P80.rtf,F43_P69.rtf,80,,0.080973902
1872,M24_P81.rtf,F43_P69.rtf,81,,0.160137784
1873,M25_P82.rtf,F43_P69.rtf,82,,0.275655725
1874,M26_P83.rtf,F43_P69.rtf,83,,0.610989265
1875,M27_P84.rtf,F43_P69.rtf,84,,0.324160108
1876,M28_P86.rtf,F43_P69.rtf,86,,0.017851578
1877,M29_P87.rtf,F43_P69.rtf,87,,0.099023947
1878,M30_P88.rtf,F43_P69.rtf,88,,0.216025557
1879,M31_P89.rtf,F43_P69.rtf,89,,0.470326598
1880,M32_P90.rtf,F43_P69.rtf,90,,0.340402279
1881,M33_P91.rtf,F43_P69.rtf,91,,0.039886955
1882,M34_P92.rtf,F43_P69.rtf,92,,0.396511388
1883,M35_P93.rtf,F43_P69.rtf,93,,0.144682873
1884,M36_P94.rtf,F43_P69.rtf,94,,0.054223471
1885,M37_P96.rtf,F43_P69.rtf,96,,0.486999078
1886,M38_P97.rtf,F43_P69.rtf,97,,0.227546285
1887,M39_P98.rtf,F43_P69.rtf,98,,0.10035208
1888,M40_P99.rtf,F43_P69.rtf,99,,0.431685042
1889,M41_P101.rtf,F43_P69.rtf,101,,0.138545287
1890,M42_P103.rtf,F43_P69.rtf,103,,0.046763662
1891,M43_P104.rtf,F43_P69.rtf,104,,0.074879188
1892,M44_P105.rtf,F43_P69.rtf,105,,0.18853723
1893,M01_P2.rtf,F44_P70.rtf,2,,0.299720222
1894,M02_P7.rtf,F44_P70.rtf,7,,0.063668384
1895,M03_P12.rtf,F44_P70.rtf,12,,0.364742982
1896,M04_P15.rtf,F44_P70.rtf,15,,0.210558397
1897,M05_P21.rtf,F44_P70.rtf,21,,0.058039506
1898,M06_P24.rtf,F44_P70.rtf,24,,0.159776808
1899,M07_P25.rtf,F44_P70.rtf,25,,0.558265248
1900,M08_P30.rtf,F44_P70.rtf,30,,0.198272704
1901,M09_P33.rtf,F44_P70.rtf,33,,0.15094981
1902,M10_P34.rtf,F44_P70.rtf,34,,0.270123563
1903,M11_P35.rtf,F44_P70.rtf,35,,0.496000705
1904,M12_P37.rtf,F44_P70.rtf,37,,0.228862459
1905,M13_P38.rtf,F44_P70.rtf,38,,0.43162999
1906,M14_P50.rtf,F44_P70.rtf,50,,0.529256029
1907,M15_P58.rtf,F44_P70.rtf,58,,0.161355531
1908,M16_P66.rtf,F44_P70.rtf,66,,0.350321784
1909,M17_P73.rtf,F44_P70.rtf,73,,0.2846698
1910,M18_P74.rtf,F44_P70.rtf,74,,0.267416087
1911,M19_P76.rtf,F44_P70.rtf,76,,0.009473992
1912,M20_P77.rtf,F44_P70.rtf,77,,0.1372054
1913,M21_P78.rtf,F44_P70.rtf,78,,0.178534942
1914,M22_P79.rtf,F44_P70.rtf,79,,0.112824549
1915,M23_P80.rtf,F44_P70.rtf,80,,0.111963771
1916,M24_P81.rtf,F44_P70.rtf,81,,0.204421066
1917,M25_P82.rtf,F44_P70.rtf,82,,0.393012647
1918,M26_P83.rtf,F44_P70.rtf,83,,0.441791113
1919,M27_P84.rtf,F44_P70.rtf,84,,0.425731217
1920,M28_P86.rtf,F44_P70.rtf,86,,0.187953042
1921,M29_P87.rtf,F44_P70.rtf,87,,0.175936444
1922,M30_P88.rtf,F44_P70.rtf,88,,0.161656861
1923,M31_P89.rtf,F44_P70.rtf,89,,0.399576665
1924,M32_P90.rtf,F44_P70.rtf,90,,0.154190442
1925,M33_P91.rtf,F44_P70.rtf,91,,0.562603523
1926,M34_P92.rtf,F44_P70.rtf,92,,0.449475962
1927,M35_P93.rtf,F44_P70.rtf,93,,0.106603314
1928,M36_P94.rtf,F44_P70.rtf,94,,0.031677927
1929,M37_P96.rtf,F44_P70.rtf,96,,0.40811129
1930,M38_P97.rtf,F44_P70.rtf,97,,0.420322431
1931,M39_P98.rtf,F44_P70.rtf,98,,0.095713456
1932,M40_P99.rtf,F44_P70.rtf,99,,0.34417368
1933,M41_P101.rtf,F44_P70.rtf,101,,0.455045806
1934,M42_P103.rtf,F44_P70.rtf,103,,0.269957572
1935,M43_P104.rtf,F44_P70.rtf,104,,0.039056211
1936,M44_P105.rtf,F44_P70.rtf,105,,0.256992415
1937,M01_P2.rtf,F45_P71.rtf,2,,0.044248788
1938,M02_P7.rtf,F45_P71.rtf,7,,0.032407513
1939,M03_P12.rtf,F45_P71.rtf,12,,0.1196244
1940,M04_P15.rtf,F45_P71.rtf,15,,0.02212235
1941,M05_P21.rtf,F45_P71.rtf,21,,0.027539082
1942,M06_P24.rtf,F45_P71.rtf,24,,0.023781888
1943,M07_P25.rtf,F45_P71.rtf,25,,0.063152934
1944,M08_P30.rtf,F45_P71.rtf,30,,0.04937909
1945,M09_P33.rtf,F45_P71.rtf,33,,0.047367836
1946,M10_P34.rtf,F45_P71.rtf,34,,0.203300655
1947,M11_P35.rtf,F45_P71.rtf,35,,0.119694274
1948,M12_P37.rtf,F45_P71.rtf,37,,-0.006165105
1949,M13_P38.rtf,F45_P71.rtf,38,,0.027171358
1950,M14_P50.rtf,F45_P71.rtf,50,,0.043265063
1951,M15_P58.rtf,F45_P71.rtf,58,,0.042286641
1952,M16_P66.rtf,F45_P71.rtf,66,,0.035666594
1953,M17_P73.rtf,F45_P71.rtf,73,,0.065438202
1954,M18_P74.rtf,F45_P71.rtf,74,,0.01483003
1955,M19_P76.rtf,F45_P71.rtf,76,,0.022394762
1956,M20_P77.rtf,F45_P71.rtf,77,,-0.002415443
1957,M21_P78.rtf,F45_P71.rtf,78,,0.158245623
1958,M22_P79.rtf,F45_P71.rtf,79,,0.056543015
1959,M23_P80.rtf,F45_P71.rtf,80,,0.148611231
1960,M24_P81.rtf,F45_P71.rtf,81,,0.17135475
1961,M25_P82.rtf,F45_P71.rtf,82,,-0.070497648
1962,M26_P83.rtf,F45_P71.rtf,83,,0.005431777
1963,M27_P84.rtf,F45_P71.rtf,84,,0.026553282
1964,M28_P86.rtf,F45_P71.rtf,86,,0.029026275
1965,M29_P87.rtf,F45_P71.rtf,87,,0.099081846
1966,M30_P88.rtf,F45_P71.rtf,88,,-0.053365573
1967,M31_P89.rtf,F45_P71.rtf,89,,0.020843089
1968,M32_P90.rtf,F45_P71.rtf,90,,0.13358852
1969,M33_P91.rtf,F45_P71.rtf,91,,0.049359549
1970,M34_P92.rtf,F45_P71.rtf,92,,0.039844445
1971,M35_P93.rtf,F45_P71.rtf,93,,0.050885191
1972,M36_P94.rtf,F45_P71.rtf,94,,0.011934159
1973,M37_P96.rtf,F45_P71.rtf,96,,0.031358123
1974,M38_P97.rtf,F45_P71.rtf,97,,0.124641193
1975,M39_P98.rtf,F45_P71.rtf,98,,0.039534529
1976,M40_P99.rtf,F45_P71.rtf,99,,-0.032440104
1977,M41_P101.rtf,F45_P71.rtf,101,,0.014441979
1978,M42_P103.rtf,F45_P71.rtf,103,,0.12996103
1979,M43_P104.rtf,F45_P71.rtf,104,,0.062603442
1980,M44_P105.rtf,F45_P71.rtf,105,,0.021886485
1981,M01_P2.rtf,F46_P72.rtf,2,,0.104540388
1982,M02_P7.rtf,F46_P72.rtf,7,,0.095620035
1983,M03_P12.rtf,F46_P72.rtf,12,,0.340265753
1984,M04_P15.rtf,F46_P72.rtf,15,,0.047606545
1985,M05_P21.rtf,F46_P72.rtf,21,,0.066786211
1986,M06_P24.rtf,F46_P72.rtf,24,,0.214986721
1987,M07_P25.rtf,F46_P72.rtf,25,,0.246993843
1988,M08_P30.rtf,F46_P72.rtf,30,,0.225928545
1989,M09_P33.rtf,F46_P72.rtf,33,,0.086485246
1990,M10_P34.rtf,F46_P72.rtf,34,,0.355085522
1991,M11_P35.rtf,F46_P72.rtf,35,,0.575088296
1992,M12_P37.rtf,F46_P72.rtf,37,,0.113712285
1993,M13_P38.rtf,F46_P72.rtf,38,,0.093408758
1994,M14_P50.rtf,F46_P72.rtf,50,,0.306253859
1995,M15_P58.rtf,F46_P72.rtf,58,,-0.027252493
1996,M16_P66.rtf,F46_P72.rtf,66,,0.228959087
1997,M17_P73.rtf,F46_P72.rtf,73,,0.326139069
1998,M18_P74.rtf,F46_P72.rtf,74,,0.258154327
1999,M19_P76.rtf,F46_P72.rtf,76,,0.038644309
2000,M20_P77.rtf,F46_P72.rtf,77,,0.177739574
2001,M21_P78.rtf,F46_P72.rtf,78,,0.341088879
2002,M22_P79.rtf,F46_P72.rtf,79,,0.101627728
2003,M23_P80.rtf,F46_P72.rtf,80,,-0.169075485
2004,M24_P81.rtf,F46_P72.rtf,81,,0.049283366
2005,M25_P82.rtf,F46_P72.rtf,82,,0.330667314
2006,M26_P83.rtf,F46_P72.rtf,83,,0.33633867
2007,M27_P84.rtf,F46_P72.rtf,84,,0.559581386
2008,M28_P86.rtf,F46_P72.rtf,86,,0.040457963
2009,M29_P87.rtf,F46_P72.rtf,87,,0.252990707
2010,M30_P88.rtf,F46_P72.rtf,88,,0.538683543
2011,M31_P89.rtf,F46_P72.rtf,89,,0.356868387
2012,M32_P90.rtf,F46_P72.rtf,90,,0.292935872
2013,M33_P91.rtf,F46_P72.rtf,91,,0.001789554
2014,M34_P92.rtf,F46_P72.rtf,92,,0.361732889
2015,M35_P93.rtf,F46_P72.rtf,93,,0.066221073
2016,M36_P94.rtf,F46_P72.rtf,94,,0.014013347
2017,M37_P96.rtf,F46_P72.rtf,96,,0.120414211
2018,M38_P97.rtf,F46_P72.rtf,97,,0.062042337
2019,M39_P98.rtf,F46_P72.rtf,98,,0.119623141
2020,M40_P99.rtf,F46_P72.rtf,99,,0.329992945
2021,M41_P101.rtf,F46_P72.rtf,101,,0.21722749
2022,M42_P103.rtf,F46_P72.rtf,103,,0.313966541
2023,M43_P104.rtf,F46_P72.rtf,104,,0.12378744
2024,M44_P105.rtf,F46_P72.rtf,105,,0.15912874
